em_arg_num,event_mention_id,event_mention_realis,event_mention_subtype,event_mention_type,event_mention_ways,file,hopper_id,label_polarity,trigger_context,trigger_length,trigger_offset,trigger_text
3,em-1210,actual,attack,conflict,,40f1f697a457e39c30ad94b7cc712c96,h-1245,neg,"US casualties, while lower than Japanese casualties, were severe and the battles protracted.",7,316,battles
1,em-1316,other,attack,conflict,,40f1f697a457e39c30ad94b7cc712c96,h-1337,neg,The Japanese did not engage in systematic genocide with their army.,8,1483,genocide
1,em-1339,actual,transportperson,movement,,40f1f697a457e39c30ad94b7cc712c96,h-1360,neg,I know -- a little -- about things such as the Bataan Death March.,5,1570,March
1,em-1362,actual,die,life,,40f1f697a457e39c30ad94b7cc712c96,h-1383,neg,I know -- a little -- about things such as the Bataan Death March.,5,1564,Death
2,em-1429,actual,transportperson,movement,,40f1f697a457e39c30ad94b7cc712c96,h-1450,pos,"Thank God, Daddy was not a POW and came home in one piece, at least physically.",4,1612,came
1,em-1452,actual,die,life,,40f1f697a457e39c30ad94b7cc712c96,h-1473,neg,It's just hard to imagine any human evil will ever rival the Death Camps.,5,1834,Death
2,em-1577,actual,attack,conflict,,40f1f697a457e39c30ad94b7cc712c96,h-1605,neg,"Japanese tortured and abused POWs, if not straight up kill them.",6,2150,abused
3,em-1690,actual,attack,conflict,,40f1f697a457e39c30ad94b7cc712c96,h-1725,neg,THey killed and brutalized so many civilians in the lands they captured.,6,2198,killed
3,em-1727,actual,attack,conflict,,40f1f697a457e39c30ad94b7cc712c96,h-1762,neg,THey killed and brutalized so many civilians in the lands they captured.,10,2209,brutalized
4,em-1810,actual,attack,conflict,,40f1f697a457e39c30ad94b7cc712c96,h-1845,pos,"In the context of the time and the number of people who had already been killed on both sides, I would say the first bomb was ethical to end the war.",4,2565,bomb
4,em-1847,actual,attack,conflict,,40f1f697a457e39c30ad94b7cc712c96,h-1882,neg,I still can't understand why it was necessary to drop a second bomb only three days later.,4,2662,bomb
2,em-1984,actual,attack,conflict,,40f1f697a457e39c30ad94b7cc712c96,h-2012,neg,"Japanese tortured and abused POWs, if not straight up kill them.",8,2137,tortured
2,em-2014,actual,injure,life,,40f1f697a457e39c30ad94b7cc712c96,h-2042,neg,"Japanese tortured and abused POWs, if not straight up kill them.",6,2150,abused
3,em-2065,actual,injure,life,,40f1f697a457e39c30ad94b7cc712c96,h-2100,neg,THey killed and brutalized so many civilians in the lands they captured.,10,2209,brutalized
3,em-2268,generic,attack,conflict,,40f1f697a457e39c30ad94b7cc712c96,h-2303,neg,But are you really saying the Japanese Army deserved brutality from the US in a way that the German Army did not ?,9,1710,brutality
2,em-2305,actual,attack,conflict,,40f1f697a457e39c30ad94b7cc712c96,h-2333,neg,THey killed and brutalized so many civilians in the lands they captured.,8,2256,captured
1,em-2421,actual,attack,conflict,,40f1f697a457e39c30ad94b7cc712c96,h-2442,neg,"US casualties, while lower than Japanese casualties, were severe and the battles protracted.",10,246,casualties
3,em-1185,actual,arrestjail,justice,,41404718f9c1e94cf58aad1fc90c70a7,h-1104,neg,But the US confined Japanaese Americans to internment camps and did NOT do so as to Italian Americans or German Americans.,8,2996,confined
2,em-1269,actual,attack,conflict,,41404718f9c1e94cf58aad1fc90c70a7,h-1112,neg,"And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.",7,2502,bombing
2,em-1311,actual,attack,conflict,,41404718f9c1e94cf58aad1fc90c70a7,h-1114,neg,"But still the doubts persist -- that we bombed a couple of Asian cities and killed millions, instantly or later by radiation poisoning, because we COULD and not because we had no other choice.",6,3607,bombed
3,em-1332,actual,attack,conflict,,41404718f9c1e94cf58aad1fc90c70a7,h-1114,neg,"America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.",5,2327,bombs
3,em-1926,actual,attack,conflict,,41404718f9c1e94cf58aad1fc90c70a7,h-1114,neg,"It has always bothered me that we bombed cities full of non-whites, but not Germany, where the Death Camps existed.",6,2846,bombed
3,em-3282,generic,die,life,,41404718f9c1e94cf58aad1fc90c70a7,h-1788,neg,"And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.",9,2443,murderers
2,em-1802,actual,transportartifact,movement,,41404718f9c1e94cf58aad1fc90c70a7,h-1823,neg,"America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.",10,2247,sneaked in
2,em-1872,actual,broadcast,contact,,41404718f9c1e94cf58aad1fc90c70a7,h-1900,neg,"Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""",9,2547,announced
3,em-3247,generic,attack,conflict,,41404718f9c1e94cf58aad1fc90c70a7,h-1954,neg,"And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.",9,2443,murderers
1,em-2056,actual,attack,conflict,,41404718f9c1e94cf58aad1fc90c70a7,h-2077,neg,"All these things, together with the second bombing, have made me uneasy.",7,3366,bombing
3,em-2191,other,attack,conflict,,41404718f9c1e94cf58aad1fc90c70a7,h-2212,neg,"Once again we did not have a functioning A bomb to drop on Germany before she surrendered and to tell you the truth we had no need to do so, they were not unreasonable fools like the Japanese.",6,4900,A bomb
5,em-2284,actual,attack,conflict,,41404718f9c1e94cf58aad1fc90c70a7,h-2305,neg,"So where in the comprehensive 77 lengthy sections could that magical, much sought-after golden fleece-like 'good reason' to consign the 350,000 civilian population of Hiroshima and the 250.000 civilian population of Nagasaki to the horrors of a nuclear blood bath be hiding?",10,685,blood bath
5,em-2331,actual,attack,conflict,,41404718f9c1e94cf58aad1fc90c70a7,h-2373,neg,"All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.",4,1986,test
5,em-2381,actual,attack,conflict,,41404718f9c1e94cf58aad1fc90c70a7,h-2375,neg,"All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.",4,1986,test
1,em-803,actual,attack,conflict,,4175e3da216dcc8710a26359e4ecaaad,h-16,neg,Nick Griffin has been attacked and had a dart thrown at him.,8,5235,attacked
2,em-845,actual,transportperson,movement,,4175e3da216dcc8710a26359e4ecaaad,h-801,neg,"See the Dale Farm evictions, the travellers had a lot of support from middle-class twits who came down to support ""the oppressed minority"" and boost their own sense of self-worth without considering at all the thoughts and feelings of the locals who have had to put up with an illegal travellers site for over ten years and the crime and problems that it would bring.",9,3053,came down
5,em-2075,generic,transportperson,movement,,4175e3da216dcc8710a26359e4ecaaad,h-2124,pos,"No problem at all with having Indian lawyers, doctors, accountants etc coming to the country and improving it.",9,4267,coming to
3,em-2126,generic,transferownership,transaction,voluntary,4175e3da216dcc8710a26359e4ecaaad,h-2161,neg,What I do have a problem is giving a passport to any unqualified person with very few skills or qualifications when we have plenty of people who can do the grunt work anyway.,6,4335,giving
3,em-2163,other,transportperson,movement,,4175e3da216dcc8710a26359e4ecaaad,h-2198,neg,Do we really need to allow a bunch of warehouse labourers and factory workers into the country when there's plenty of unemployed already who can do the job?,4,4560,into
3,em-2238,generic,contact,contact,,4175e3da216dcc8710a26359e4ecaaad,h-2259,neg,"Yet, anybody who has an argument against mass-immigration is immediately shouted down by the left and the liberals as a ""racist"" and a ""Nazi"" who flat out refuse to listen to opposing arguments.",7,4713,shouted
3,em-2340,actual,attack,conflict,,4175e3da216dcc8710a26359e4ecaaad,h-2296,neg,"We live in a democracy, a place where freedom of speech exists and where people should not be targetted because of their race, cultural or political beliefs and yet, those on the left are constantly involved in attacks on supporters of right-wing groups.",7,5168,attacks
2,em-2377,actual,attack,conflict,,4175e3da216dcc8710a26359e4ecaaad,h-2375,neg,Nick Griffin has been attacked and had a dart thrown at him.,9,5259,thrown at
1,em-2407,actual,endposition,personnel,,4175e3da216dcc8710a26359e4ecaaad,h-2405,neg,"BNP members have been forced out of their jobs by ""liberals"" and anti-racist groups.",10,5296,forced out
1,em-2428,generic,attack,conflict,,4175e3da216dcc8710a26359e4ecaaad,h-2449,neg,"Now, regardless of whether you agree with their policies and ideas, is it right that men should be attacked and forced out of work because of their beliefs?",8,5458,attacked
1,em-2484,generic,attack,conflict,,4175e3da216dcc8710a26359e4ecaaad,h-2449,neg,Isn't attacks on political opponents and denying them the right to freedom of speech a traditionally fascist method?,7,5523,attacks
1,em-2451,generic,endposition,personnel,,4175e3da216dcc8710a26359e4ecaaad,h-2472,neg,"Now, regardless of whether you agree with their policies and ideas, is it right that men should be attacked and forced out of work because of their beliefs?",10,5471,forced out
3,em-1437,generic,fine,justice,,428e1e095b4e6e830b47e72f133faf87,h-1435,neg,"IIED is a very narrow and hard to win tort for a reason, you don't want to open the door to multi million dollar judgments for anyone who says something that hurts a person's feelings, whether directed at them or not, whether made in their presence or not, whether intent to harm that individual is real or whether it is a promotional piece for their movement and the intent to harm is simply imputed because the offended party went out of his way to find it.",9,560,judgments
1,em-1525,actual,trialhearing,justice,,428e1e095b4e6e830b47e72f133faf87,h-1523,pos,Well said but I trust the jury verdict.,7,1498,verdict
1,em-1546,actual,trialhearing,justice,,428e1e095b4e6e830b47e72f133faf87,h-1523,neg,There wasn't a jury verdict based on the proper findings from the proper source.,7,2492,verdict
1,em-1567,actual,trialhearing,justice,,428e1e095b4e6e830b47e72f133faf87,h-1523,pos,The jury verdict must stand.,7,5050,verdict
3,em-924,actual,marry,life,,43341a312ffd84a4ad3c3ab0df8bcd7c,h-838,pos,"He has been married since 2000 to Calista, and had a relationship with her for 6 years prior.",7,1463,married
2,em-1522,actual,transfermoney,transaction,voluntary,43341a312ffd84a4ad3c3ab0df8bcd7c,h-1550,neg,Say what you want but the only reason he was even put into the position for lying is that the puritanical neo-cons were chasing down sex rumors (and spending millions of taxpayer dollars in the process).,8,2495,spending
2,em-1598,other,startposition,personnel,,43341a312ffd84a4ad3c3ab0df8bcd7c,h-1626,neg,do we really want government officials appointed on the casting couch?,9,3327,appointed
1,em-1628,other,endposition,personnel,,43341a312ffd84a4ad3c3ab0df8bcd7c,h-1649,neg,"And if you said no, then you were out of a job.",12,3393,out of a job
1,em-1655,actual,broadcast,contact,,44087d95184e9d94f3948f47e9b602af,h-1676,pos,"Now, do YOU have the cojones to deal with the FACTS that back up my opening posts point regarding the idiotic comparison of Murdoch to Sharpton as ""self made men""?",5,2685,posts
1,em-1708,generic,broadcast,contact,,44087d95184e9d94f3948f47e9b602af,h-1750,pos,"Unless you can prove me wrong, it would seem that YOU are obsessed with just being contrary to anything I post.",4,3858,post
1,em-1775,actual,demonstrate,conflict,,44087d95184e9d94f3948f47e9b602af,h-1796,pos,"By trying to equate Murdoch as a successful ""every man"", co-host Greg Kelly pushes the subliminal context that the Wall St. protesters are just ""jealous"" of ""successful people"".",10,1641,protesters
2,em-1798,actual,demonstrate,conflict,,44087d95184e9d94f3948f47e9b602af,h-1796,pos,"The co-host were interviewing a guy who is part of the on-going occupation of Wall St., and were (of course) repeating the media standard line by questioning the man as to why there is no set goals or leadership to advocate such goals.",10,342,occupation
1,em-1826,actual,demonstrate,conflict,,44087d95184e9d94f3948f47e9b602af,h-1796,pos,"If you are addressing me, please explain how telling the truth and pointing out lies RE: Fox News and the Wall St. occupation an ""obsession""?",10,3725,occupation
2,em-1847,generic,broadcast,contact,,44087d95184e9d94f3948f47e9b602af,h-1878,neg,"Anyone reading your manic, endlessly repetitive, one-note screeching on this thread alone can see the obsessive rantings of a defective mind at work.",10,3943,screeching
1,em-696,actual,demonstrate,conflict,,44a65adb7f74e6c99d05eb2721fd0baf,h-650,pos,"I've shown up to counter protest at a few funerals myself, I understand the feeling.",7,419,protest
3,em-717,actual,transportperson,movement,,44a65adb7f74e6c99d05eb2721fd0baf,h-652,pos,"I was there when my brother came back from Nam in 1968 after THREE tours and the community acted like he wasn't there, saw the hooray parades for Gulf War I which was great to see but made me even madder because of what my brother went through and now this bunch of clowns.",9,1276,came back
2,em-1160,other,attack,conflict,,44a65adb7f74e6c99d05eb2721fd0baf,h-1188,pos,Baseball bat to the head of a WBC protestor would make me feel better.,15,321,bat to the head
2,em-1190,other,injure,life,,44a65adb7f74e6c99d05eb2721fd0baf,h-1218,pos,Baseball bat to the head of a WBC protestor would make me feel better.,15,321,bat to the head
1,em-1220,actual,transportperson,movement,,44a65adb7f74e6c99d05eb2721fd0baf,h-1248,pos,"I've shown up to counter protest at a few funerals myself, I understand the feeling.",8,399,shown up
1,em-1322,actual,attack,conflict,,44a65adb7f74e6c99d05eb2721fd0baf,h-1343,neg,"I was there when my brother came back from Nam in 1968 after THREE tours and the community acted like he wasn't there, saw the hooray parades for Gulf War I which was great to see but made me even madder because of what my brother went through and now this bunch of clowns.",3,1399,War
1,em-1368,actual,transportperson,movement,,44a65adb7f74e6c99d05eb2721fd0baf,h-1389,neg,"Been to two where they showed up, one where they said they were coming but didn't.",9,1825,showed up
1,em-1391,other,transportperson,movement,,44a65adb7f74e6c99d05eb2721fd0baf,h-1412,neg,"Been to two where they showed up, one where they said they were coming but didn't.",6,1866,coming
1,em-1588,generic,sue,justice,,44a65adb7f74e6c99d05eb2721fd0baf,h-1449,neg,How much free speech will anyone have if someone can sue anytime they are offended?,3,3387,sue
3,em-1451,generic,sue,justice,,44a65adb7f74e6c99d05eb2721fd0baf,h-1507,pos,"So if a citizen can sue another citizen over something said or written, then why can't a citizen sue another citizen for the intentional infliction of emotional injury caused by the outrageous CONDUCT of the party getting sued?",3,2716,sue
1,em-1509,generic,sue,justice,,44a65adb7f74e6c99d05eb2721fd0baf,h-1507,pos,"So if a citizen can sue another citizen over something said or written, then why can't a citizen sue another citizen for the intentional infliction of emotional injury caused by the outrageous CONDUCT of the party getting sued?",4,2841,sued
2,em-1660,generic,trialhearing,justice,,44a65adb7f74e6c99d05eb2721fd0baf,h-1681,neg,"It is nice to think that, but juries have allowed damages to people that fell through the roof breaking into stores.",15,3696,allowed damages
2,em-1683,actual,attack,conflict,,44a65adb7f74e6c99d05eb2721fd0baf,h-1711,neg,"It is nice to think that, but juries have allowed damages to people that fell through the roof breaking into stores.",13,3749,breaking into
2,em-1713,actual,transportperson,movement,,44a65adb7f74e6c99d05eb2721fd0baf,h-1741,neg,"It is nice to think that, but juries have allowed damages to people that fell through the roof breaking into stores.",13,3749,breaking into
1,em-1773,generic,trialhearing,justice,,44a65adb7f74e6c99d05eb2721fd0baf,h-1794,pos,I think an SC ruling on where speech becomes harassment might be helpful though.,6,4231,ruling
1,em-1802,actual,trialhearing,justice,,44a65adb7f74e6c99d05eb2721fd0baf,h-1823,neg,When the court ruled that pornography was anything that did not have socially redeeming qualities the result was far from what all the people who set out to protect us from ourselves wanted.,5,5131,ruled
1,em-1846,generic,attack,conflict,,44a65adb7f74e6c99d05eb2721fd0baf,h-1874,neg,Baseball bat to the head of a WBC protestor would make me feel better.,9,346,protestor
1,em-2108,generic,transfermoney,transaction,voluntary,44a65adb7f74e6c99d05eb2721fd0baf,h-2129,neg,"It is nice to think that, but juries have allowed damages to people that fell through the roof breaking into stores.",7,3704,damages
4,em-821,actual,transferownership,transaction,voluntary,44fd27d40ae65547c3b584c2ff360cd7,h-792,neg,Rupert Murdoch INHERITED HIS FATHER'S OWNERSHIP OF TWO NEWSPAPERS IN THE U.K. (Australia).,9,1106,INHERITED
5,em-863,actual,demonstrate,conflict,,44fd27d40ae65547c3b584c2ff360cd7,h-794,pos,"The co-host were interviewing a guy who is part of the on-going occupation of Wall St., and were (of course) repeating the media standard line by questioning the man as to why there is no set goals or leadership to advocate such goals.",10,336,occupation
1,em-905,actual,demonstrate,conflict,,44fd27d40ae65547c3b584c2ff360cd7,h-794,neg,"By trying to equate Murdoch as a successful ""every man"", co-host Greg Kelly pushes the subliminal context that the Wall St. protesters are just ""jealous"" of ""successful people"".",10,1635,protesters
1,em-1588,actual,demonstrate,conflict,,44fd27d40ae65547c3b584c2ff360cd7,h-794,pos,Obviously you're totally ignorant as to the make up of the people participating in the protests.,8,3034,protests
1,em-1906,actual,demonstrate,conflict,,44fd27d40ae65547c3b584c2ff360cd7,h-794,neg,The ows are just a bunch of spoiled kids that want great pay w/o the education or effort it takes to get it.,3,2683,ows
2,em-2059,actual,demonstrate,conflict,,44fd27d40ae65547c3b584c2ff360cd7,h-794,neg,The ows are just a bunch of spoiled kids that want great pay w/o the education or effort it takes to get it.,3,4060,ows
3,em-884,actual,startposition,personnel,,44fd27d40ae65547c3b584c2ff360cd7,h-796,pos,He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.,4,2251,took
2,em-1530,actual,startposition,personnel,,44fd27d40ae65547c3b584c2ff360cd7,h-796,pos,He then built those tow papers into a media empire that makes idiots like you froth at the mouth.,5,1917,built
1,em-1632,actual,transfermoney,transaction,involuntarynoforce,44fd27d40ae65547c3b584c2ff360cd7,h-1653,neg,"They are senior citizens who got screwed out of their retirement...they are college grads who GOT the grades and are now looking at debt w ith NO job prospects....they are parents, spouses, long time employees who saw their jobs outsourced overseas....and ALL of them have watched Wall St. and it's banking buddies in management making out like bandits, and then bitch that they may have to give up some tax breaks and loopholes.",7,3077,screwed
3,em-1655,actual,endposition,personnel,,44fd27d40ae65547c3b584c2ff360cd7,h-1690,neg,"They are senior citizens who got screwed out of their retirement...they are college grads who GOT the grades and are now looking at debt w ith NO job prospects....they are parents, spouses, long time employees who saw their jobs outsourced overseas....and ALL of them have watched Wall St. and it's banking buddies in management making out like bandits, and then bitch that they may have to give up some tax breaks and loopholes.",10,3273,outsourced
1,em-1692,other,transfermoney,transaction,voluntary,44fd27d40ae65547c3b584c2ff360cd7,h-1713,neg,"They are senior citizens who got screwed out of their retirement...they are college grads who GOT the grades and are now looking at debt w ith NO job prospects....they are parents, spouses, long time employees who saw their jobs outsourced overseas....and ALL of them have watched Wall St. and it's banking buddies in management making out like bandits, and then bitch that they may have to give up some tax breaks and loopholes.",7,3435,give up
2,em-1715,actual,endposition,personnel,,44fd27d40ae65547c3b584c2ff360cd7,h-1743,pos,I just went from one job to another.,9,3586,went from
2,em-1745,actual,startposition,personnel,,44fd27d40ae65547c3b584c2ff360cd7,h-1773,pos,I just went from one job to another.,9,3586,went from
1,em-1798,actual,broadcast,contact,,44fd27d40ae65547c3b584c2ff360cd7,h-1819,neg,"I listen to what they say on camera, on msnbc, abc and fox.",13,4650,say on camera
1,em-1927,generic,transfermoney,transaction,voluntary,44fd27d40ae65547c3b584c2ff360cd7,h-1948,neg,The ows are just a bunch of spoiled kids that want great pay w/o the education or effort it takes to get it.,3,2736,pay
1,em-2038,generic,transfermoney,transaction,voluntary,44fd27d40ae65547c3b584c2ff360cd7,h-1948,neg,The ows are just a bunch of spoiled kids that want great pay w/o the education or effort it takes to get it.,3,4113,pay
1,em-1950,generic,transfermoney,transaction,voluntary,44fd27d40ae65547c3b584c2ff360cd7,h-1992,pos,"They are senior citizens who got screwed out of their retirement...they are college grads who GOT the grades and are now looking at debt w ith NO job prospects....they are parents, spouses, long time employees who saw their jobs outsourced overseas....and ALL of them have watched Wall St. and it's banking buddies in management making out like bandits, and then bitch that they may have to give up some tax breaks and loopholes.",4,3176,debt
1,em-2015,generic,transfermoney,transaction,voluntary,44fd27d40ae65547c3b584c2ff360cd7,h-2036,neg,"They are senior citizens who got screwed out of their retirement...they are college grads who GOT the grades and are now looking at debt w ith NO job prospects....they are parents, spouses, long time employees who saw their jobs outsourced overseas....and ALL of them have watched Wall St. and it's banking buddies in management making out like bandits, and then bitch that they may have to give up some tax breaks and loopholes.",3,3448,tax
3,em-388,actual,trialhearing,justice,,4572d22caf3e1924f894002b724f958b,h-16,pos,Then why is it that our political and financial elites get pardons for their crimes or their crimes aren't even investigated when a country like France doesn't have a problem putting THEIR former president on trial for corruption?,5,1826,trial
2,em-409,actual,pardon,justice,,4572d22caf3e1924f894002b724f958b,h-386,neg,"When Ford pardoned Nixon, I think everyone believed (or at least hoped) that Nixon's pardon was a one time exception.",8,2028,pardoned
1,em-430,actual,pardon,justice,,4572d22caf3e1924f894002b724f958b,h-386,neg,"When Ford pardoned Nixon, I think everyone believed (or at least hoped) that Nixon's pardon was a one time exception.",6,2103,pardon
1,em-474,actual,die,life,,4572d22caf3e1924f894002b724f958b,h-495,neg,"After all, do you think O J Simpson would have gotten away with murder in the 90's without his 'dream team'?",6,405,murder
1,em-621,actual,pardon,justice,,4572d22caf3e1924f894002b724f958b,h-642,neg,Then why is it that our political and financial elites get pardons for their crimes or their crimes aren't even investigated when a country like France doesn't have a problem putting THEIR former president on trial for corruption?,7,1676,pardons
2,em-844,other,transfermoney,transaction,voluntary,4572d22caf3e1924f894002b724f958b,h-953,neg,"The rich are not going to notice the 5 percent that is taken from them in the name of the poor but in reality, nether are the poor going to notice it given to them.",5,3019,taken
1,em-955,other,transfermoney,transaction,voluntary,4572d22caf3e1924f894002b724f958b,h-976,neg,"The rich are not going to notice the 5 percent that is taken from them in the name of the poor but in reality, nether are the poor going to notice it given to them.",5,3114,given
1,em-1001,other,transfermoney,transaction,voluntary,4572d22caf3e1924f894002b724f958b,h-1022,neg,The rich are never going to be the victim but the poor are being exploited by the politicians to take the ire from them and move it to a source of income for them to spend.,5,3424,spend
1,em-1136,actual,transfermoney,transaction,involuntarynoforce,4572d22caf3e1924f894002b724f958b,h-1157,pos,"My favorite stories are the ones where public officials, or secretaries embezzle thousands and into the hundreds of thousands.",8,4623,embezzle
1,em-1159,actual,transfermoney,transaction,voluntary,4572d22caf3e1924f894002b724f958b,h-1180,pos,"My favorite stories are the ones where public officials, or secretaries embezzle thousands and into the hundreds of thousands.",8,4623,embezzle
2,em-1495,actual,broadcast,contact,,459f9a2b3eddd436f0232395f129dfd0,h-1447,neg,Today we were told not to talk about our opinions on this matter while at work.,4,624,told
2,em-1798,other,contact,contact,,45b9b8f7d17ce5f352c16a339e96705f,h-1828,pos,I have a brother and sister that do not speak to me and they think this was a brilliant way to get back at me (believe it or not!!).,5,516,speak
2,em-1830,other,contact,contact,,45b9b8f7d17ce5f352c16a339e96705f,h-1858,pos,I have a brother and sister that do not speak to me and they think this was a brilliant way to get back at me (believe it or not!!).,5,516,speak
1,em-1941,other,transportperson,movement,,45b9b8f7d17ce5f352c16a339e96705f,h-1962,neg,"I was devasted they could lie about something as important as that and have since not had a great deal of contact with my family since, my sister is due to get married but I cannot face going because of the humiliation of what they have done to me and that my whole family knows.",5,1019,going
2,em-1512,other,transportperson,movement,,4622b60202cf3944119daf2be53aa74f,h-1540,neg,"But they are not allowed to leave Syria, not even to study abroad.",5,3673,leave
4,em-2048,actual,transportperson,movement,,4622b60202cf3944119daf2be53aa74f,h-2090,neg,It was touch-and-go for an American walking the streets in Syria at that time.,7,3280,walking
5,em-2092,other,transportperson,movement,,4622b60202cf3944119daf2be53aa74f,h-2141,neg,"The fear is that any Jew who gets out of Syria to, say, Switzerland or France or the US, will find his/her way to Israel and add one more gun to the army guarding the Golan Heights.",8,3741,gets out
1,em-1145,other,chargeindict,justice,,4743a10c1d5f1ad35c31646049acb9db,h-1166,neg," to weigh in on McQueary's moral obligations, although at least he has not been indicted (in which case the Governor should keep completely quiet).",8,2172,indicted
3,em-627,actual,transportperson,movement,,4764f1400fa336d1fb972719b10b939a,h-16,neg,Zimbabwe used to be stable until the Brits left and Mugabe went mental and started killing and exiling the minority white people as some sort of 'get back' plan.,7,2164,exiling
3,em-648,actual,die,life,,4764f1400fa336d1fb972719b10b939a,h-621,neg,Zimbabwe used to be stable until the Brits left and Mugabe went mental and started killing and exiling the minority white people as some sort of 'get back' plan.,7,2152,killing
2,em-972,other,transportartifact,movement,,47c26ba3563092e41c5a42252931baf1,h-1000,neg,I hope I never have another package shipped via Fedex.,7,1575,shipped
4,em-735,actual,meet,contact,,48c498c9762046efbece8d183ed996ca,h-16,pos,I went and saw my MUM and Dad today and Dad is coming to the CAB tomorrow to get the ball moving about divorce etc.............,3,385,saw
3,em-756,actual,meet,contact,,48c498c9762046efbece8d183ed996ca,h-729,pos,Went to see CAB today to find out about seeing a solicitor to start the divorce rolling.,3,1925,see
3,em-777,actual,correspondence,contact,,48c498c9762046efbece8d183ed996ca,h-731,neg,He has texted the house phone last night and all the kids.,6,2168,texted
2,em-900,other,transportperson,movement,,48c498c9762046efbece8d183ed996ca,h-928,pos,I'm stuck in the family home and want to get out as soon as possible after Christmas.,7,260,get out
2,em-1054,other,contact,contact,,48c498c9762046efbece8d183ed996ca,h-1082,pos,"I am glad that you are getting in from your family, but if you think your GP is sympathetic then I think you really need to speak to them and ask for emergency access to support.",5,985,speak
2,em-1468,other,contact,contact,,48c498c9762046efbece8d183ed996ca,h-1082,pos,"I am glad that you are getting in from your family, but if you think your GP is sympathetic then I think you really need to speak to them and ask for emergency access to support.",3,1003,ask
1,em-1127,generic,transportperson,movement,,48c498c9762046efbece8d183ed996ca,h-1148,pos,"Even if you are not a churchgoer, churches are often good places to go for support, if you can accept that their viewpoint will be that of their faith.",2,1361,go
1,em-1270,actual,meet,contact,,48c498c9762046efbece8d183ed996ca,h-1291,pos,and we had lunch out and went and bought new Christmas decs.......tree going up on Weds eve.,5,2319,lunch
1,em-1293,actual,transportperson,movement,,48c498c9762046efbece8d183ed996ca,h-1314,pos,and we had lunch out and went and bought new Christmas decs.......tree going up on Weds eve.,4,2333,went
2,em-1316,actual,transferownership,transaction,voluntary,48c498c9762046efbece8d183ed996ca,h-1344,pos,and we had lunch out and went and bought new Christmas decs.......tree going up on Weds eve.,6,2342,bought
2,em-1369,other,transfermoney,transaction,voluntary,48c498c9762046efbece8d183ed996ca,h-1397,neg,"When it came to see if I was entitled to legal Aid, apparently I'm not I would have to pay £97 a month for the solictiors to do the work and £100 when it goes to court.",3,2936,pay
2,em-1399,other,transfermoney,transaction,voluntary,48c498c9762046efbece8d183ed996ca,h-1427,neg,"When it came to see if I was entitled to legal Aid, apparently I'm not I would have to pay £97 a month for the solictiors to do the work and £100 when it goes to court.",3,2936,pay
1,em-1438,other,transportperson,movement,,48c498c9762046efbece8d183ed996ca,h-1466,pos,I went and saw my MUM and Dad today and Dad is coming to the CAB tomorrow to get the ball moving about divorce etc.............,6,421,coming
2,em-1505,generic,meet,contact,,48c498c9762046efbece8d183ed996ca,h-1533,pos,They will see people on their own and help people to come to terms with the end of relationships.,3,1579,see
2,em-1579,actual,correspondence,contact,,48c498c9762046efbece8d183ed996ca,h-1607,neg,He has texted the house phone last night and all the kids.,6,2168,texted
2,em-1609,other,transportperson,movement,,48c498c9762046efbece8d183ed996ca,h-1637,neg,WellWomen Aid rang me this morning and we went through the forms over the phone to take out an injunction on him to stop him coming anywhere the house and contacting me.,6,2804,coming
2,em-1639,other,contact,contact,,48c498c9762046efbece8d183ed996ca,h-1667,neg,WellWomen Aid rang me this morning and we went through the forms over the phone to take out an injunction on him to stop him coming anywhere the house and contacting me.,10,2834,contacting
2,em-1699,actual,meet,contact,,48c498c9762046efbece8d183ed996ca,h-1727,pos,"I have had such a dayI have cried so many tears, shouted at people who care about me and accepted hugs off my family.",4,199,hugs
2,em-1123,actual,die,life,,4a3d067b19686b281e0beb437573a28c,h-1157,neg,"I guess, according to your ""logic"", Palestinians aren't allowed to 'defend' themselves because the bastards have a habit of killing innocent Jews spanning from 1920 up until 2011",7,2780,killing
