content,file,entity_id,entity_type,entity_specificity,mention_id,mention_text,mention_type,mention_offset,label_polarity
"None
Very basic, but I like starting at the CIA site.Glad you started this one.",4622b60202cf3944119daf2be53aa74f,ent-75,ORG,specific,m-543,CIA,NAM,1232,pos
"I myself have never read up on Syria beyond what the newspapers tell me - and they've told me barely anything.Its a gruesome dictatorship - of the kind that was formerly sponsored by the Soviets.A bit of a family autocracy, too.",4622b60202cf3944119daf2be53aa74f,ent-144,GPE,specific,m-915,Soviets,NAM,754,neg
"He was an Alewite, and -- as the CIA site provided by Sofia indicates -- the Alewites are a miniscule minority in Shi'ia-dominated Syria.It's like having a Presbyterian president in Italy.The Ba'ath party is the dominant force in Syria as it was in Iraq under Saddam Hussein.",4622b60202cf3944119daf2be53aa74f,ent-84,PER,specific,m-561,Presbyterian,NAM,2110,neg
"
We hear from Iraq every day - every development is tracked.Iran and Turkey, too, get reported on much, their political turmoil magnified.But what do we know about Syria?",4622b60202cf3944119daf2be53aa74f,ent-111,GPE,specific,m-831,Iran,NAM,120,neg
I personally believe that Syria wants very much to get on our (USA) good side.They would certainly benefit from trade with the USA and I think the current situation in Iraq has given them a good scare.Interesting that Lybia's Muamar Khadaffi is negotiating to get off our s*it list by renouncing nuclear weaponry.,4622b60202cf3944119daf2be53aa74f,ent-114,GPE,specific,m-837,Iraq,NAM,2786,neg
"None
We hear from Iraq every day - every development is tracked.Iran and Turkey, too, get reported on much, their political turmoil magnified.",4622b60202cf3944119daf2be53aa74f,ent-114,GPE,specific,m-849,Iraq,NAM,73,neg
"It was touch-and-go for an American walking the streets in Syria at that time.Yet the people stayed friendly enough and everybody smiled at me.I don't know how sizeable the Kurdish population is, but they are very conspicuous, unlike the handful of Jews whom you would have difficulty in finding.",4622b60202cf3944119daf2be53aa74f,ent-1472,PER,nonspecific,m-1466,the people,NOM,3327,pos
"I know absolutely nothing about this kid who is now in charge.The old man was a strange enigma.He was an Alewite, and -- as the CIA site provided by Sofia indicates -- the Alewites are a miniscule minority in Shi'ia-dominated Syria.",4622b60202cf3944119daf2be53aa74f,ent-24,PER,specific,m-333,The old man,NOM,1919,neg
"But they are not allowed to leave Syria, not even to study abroad.The fear is that any Jew who gets out of Syria to, say, Switzerland or France or the US, will find his/her way to Israel and add one more gun to the army guarding the Golan Heights.There was (is?)",4622b60202cf3944119daf2be53aa74f,ent-99,GPE,specific,m-657,Syria,NAM,3753,neg
"My understanding (imperfect, I'm sure) is that there is no active persecution of Jews in the country.But they are not allowed to leave Syria, not even to study abroad.The fear is that any Jew who gets out of Syria to, say, Switzerland or France or the US, will find his/her way to Israel and add one more gun to the army guarding the Golan Heights.",4622b60202cf3944119daf2be53aa74f,ent-99,GPE,specific,m-663,Syria,NAM,3679,neg
"I don't know how sizeable the Kurdish population is, but they are very conspicuous, unlike the handful of Jews whom you would have difficulty in finding.My understanding (imperfect, I'm sure) is that there is no active persecution of Jews in the country.But they are not allowed to leave Syria, not even to study abroad.",4622b60202cf3944119daf2be53aa74f,ent-99,GPE,specific,m-669,the country,NOM,3632,pos
I was in Damascus in 1986 during the Gulf of Siddra crisis when American warships shelled Lybia.It was touch-and-go for an American walking the streets in Syria at that time.Yet the people stayed friendly enough and everybody smiled at me.,4622b60202cf3944119daf2be53aa74f,ent-99,GPE,specific,m-675,Syria,NAM,3303,neg
"During the Gulf War, Syria allied itself to the American-led forces to defeat Saddam.I personally believe that Syria wants very much to get on our (USA) good side.They would certainly benefit from trade with the USA and I think the current situation in Iraq has given them a good scare.",4622b60202cf3944119daf2be53aa74f,ent-99,GPE,specific,m-693,Syria,NAM,2643,pos
"If that ain't enigmatic, what is?During the Gulf War, Syria allied itself to the American-led forces to defeat Saddam.I personally believe that Syria wants very much to get on our (USA) good side.",4622b60202cf3944119daf2be53aa74f,ent-99,GPE,specific,m-699,Syria,NAM,2551,pos
"
Yes.First yours about Georgia, now this one about Syria.We should start a sequence of these threads ;-).",4622b60202cf3944119daf2be53aa74f,ent-99,GPE,specific,m-741,Syria,NAM,1569,pos
"A bit of a family autocracy, too.I know about the Golan and about Syrian meddling in the Lebanese civil wars.There's Kurds in Syria, too, I believe.",4622b60202cf3944119daf2be53aa74f,ent-99,GPE,specific,m-759,Syrian,NAM,830,neg
"Will we be once more surprised when, suddenly, turmoil erupts there, and we dont know what happened or why?There is no reason to assume Syria might not become the next flash-point in the Middle East, whether by American intervention (of whichever kind) or internal revolt - yet it seems such a blank spot...I myself have never read up on Syria beyond what the newspapers tell me - and they've told me barely anything.",4622b60202cf3944119daf2be53aa74f,ent-99,GPE,specific,m-771,Syria,NAM,393,neg
"What about you?Shouldn't we keep track of stuff that goes on there - in, say, a pre-emptive information strike?None",4622b60202cf3944119daf2be53aa74f,ent-99,GPE,specific,m-1303,there,PRO,1023,neg
"None
Syria seems to have dropped out of the group of 'newsworthy' Mideast locations since the death of Hafez al-Assad, the father of the present-day president.I know absolutely nothing about this kid who is now in charge.",4622b60202cf3944119daf2be53aa74f,ent-153,LOC,specific,m-945,Mideast,NAM,1762,neg
"
Very basic, but I like starting at the CIA site.Glad you started this one.I was recently thinking I should know more about the Sudan, as well as Syria.",4622b60202cf3944119daf2be53aa74f,ent-8,PER,specific,m-219,you,PRO,1248,pos
They would certainly benefit from trade with the USA and I think the current situation in Iraq has given them a good scare.Interesting that Lybia's Muamar Khadaffi is negotiating to get off our s*it list by renouncing nuclear weaponry.Khadaffi and Assad the Elder were good buddies and allies.,4622b60202cf3944119daf2be53aa74f,ent-96,GPE,specific,m-627,our,PRO,2887,neg
Khadaffi and Assad the Elder were good buddies and allies.I wonder whether Khadaffi's move heralds a new direction in the realtionship between the West and the formerly anti-US Arab nations.Only time will tell.,4622b60202cf3944119daf2be53aa74f,ent-96,GPE,specific,m-651,anti-US,NAM,3103,neg
I was in Damascus in 1986 during the Gulf of Siddra crisis when American warships shelled Lybia.It was touch-and-go for an American walking the streets in Syria at that time.Yet the people stayed friendly enough and everybody smiled at me.,4622b60202cf3944119daf2be53aa74f,ent-96,GPE,specific,m-1786,American,NAM,3271,neg
The Ba'ath party is the dominant force in Syria as it was in Iraq under Saddam Hussein.What's interesting is that Assad and Hussein were sworn enemies in spite of their membership in the same party.Syria backed Iran during the Iraq-Iran war.,4622b60202cf3944119daf2be53aa74f,ent-66,PER,specific,m-1765,sworn enemies,NOM,2281,neg
"I don't know how sizeable the Kurdish population is, but they are very conspicuous, unlike the handful of Jews whom you would have difficulty in finding.My understanding (imperfect, I'm sure) is that there is no active persecution of Jews in the country.But they are not allowed to leave Syria, not even to study abroad.",4622b60202cf3944119daf2be53aa74f,ent-21,PER,specific,m-273,My,PRO,3543,neg
"It was touch-and-go for an American walking the streets in Syria at that time.Yet the people stayed friendly enough and everybody smiled at me.I don't know how sizeable the Kurdish population is, but they are very conspicuous, unlike the handful of Jews whom you would have difficulty in finding.",4622b60202cf3944119daf2be53aa74f,ent-21,PER,specific,m-285,me,PRO,3385,pos
"
Syria seems to have dropped out of the group of 'newsworthy' Mideast locations since the death of Hafez al-Assad, the father of the present-day president.I know absolutely nothing about this kid who is now in charge.The old man was a strange enigma.",4622b60202cf3944119daf2be53aa74f,ent-21,PER,specific,m-315,I,PRO,1856,neg
"He was an Alewite, and -- as the CIA site provided by Sofia indicates -- the Alewites are a miniscule minority in Shi'ia-dominated Syria.It's like having a Presbyterian president in Italy.The Ba'ath party is the dominant force in Syria as it was in Iraq under Saddam Hussein.",4622b60202cf3944119daf2be53aa74f,ent-1366,PER,nonspecific,m-1340,a Presbyterian president,NOM,2108,neg
"If that ain't enigmatic, what is?During the Gulf War, Syria allied itself to the American-led forces to defeat Saddam.I personally believe that Syria wants very much to get on our (USA) good side.",4622b60202cf3944119daf2be53aa74f,ent-30,PER,specific,m-381,Saddam,NAM,2608,neg
"None
Syria seems to have dropped out of the group of 'newsworthy' Mideast locations since the death of Hafez al-Assad, the father of the present-day president.I know absolutely nothing about this kid who is now in charge.",4622b60202cf3944119daf2be53aa74f,ent-156,LOC,specific,m-957,the group of 'newsworthy' Mideast locations,NOM,1736,neg
"It was touch-and-go for an American walking the streets in Syria at that time.Yet the people stayed friendly enough and everybody smiled at me.I don't know how sizeable the Kurdish population is, but they are very conspicuous, unlike the handful of Jews whom you would have difficulty in finding.",4622b60202cf3944119daf2be53aa74f,ent-1481,PER,nonspecific,m-1475,everybody,PRO,3365,pos
"
We hear from Iraq every day - every development is tracked.Iran and Turkey, too, get reported on much, their political turmoil magnified.But what do we know about Syria?",4622b60202cf3944119daf2be53aa74f,ent-108,GPE,specific,m-813,Turkey,NAM,129,neg
Interesting that Lybia's Muamar Khadaffi is negotiating to get off our s*it list by renouncing nuclear weaponry.Khadaffi and Assad the Elder were good buddies and allies.I wonder whether Khadaffi's move heralds a new direction in the realtionship between the West and the formerly anti-US Arab nations.,4622b60202cf3944119daf2be53aa74f,ent-1777,PER,specific,m-1771,good buddies,NOM,2967,pos
Interesting that Lybia's Muamar Khadaffi is negotiating to get off our s*it list by renouncing nuclear weaponry.Khadaffi and Assad the Elder were good buddies and allies.I wonder whether Khadaffi's move heralds a new direction in the realtionship between the West and the formerly anti-US Arab nations.,4622b60202cf3944119daf2be53aa74f,ent-1777,PER,specific,m-1780,allies,NOM,2984,pos
"I myself have never read up on Syria beyond what the newspapers tell me - and they've told me barely anything.Its a gruesome dictatorship - of the kind that was formerly sponsored by the Soviets.A bit of a family autocracy, too.",4622b60202cf3944119daf2be53aa74f,ent-1744,ORG,specific,m-789,Its,PRO,677,neg
"I myself have never read up on Syria beyond what the newspapers tell me - and they've told me barely anything.Its a gruesome dictatorship - of the kind that was formerly sponsored by the Soviets.A bit of a family autocracy, too.",4622b60202cf3944119daf2be53aa74f,ent-1744,ORG,specific,m-1738,a gruesome dictatorship,NOM,681,neg
"
Syria seems to have dropped out of the group of 'newsworthy' Mideast locations since the death of Hafez al-Assad, the father of the present-day president.I know absolutely nothing about this kid who is now in charge.The old man was a strange enigma.",4622b60202cf3944119daf2be53aa74f,ent-33,PER,specific,m-387,this kid who is now in charge,NOM,1888,neg
I was in Damascus in 1986 during the Gulf of Siddra crisis when American warships shelled Lybia.It was touch-and-go for an American walking the streets in Syria at that time.Yet the people stayed friendly enough and everybody smiled at me.,4622b60202cf3944119daf2be53aa74f,ent-171,LOC,specific,m-987,the streets in Syria,NOM,3288,neg
"Its a gruesome dictatorship - of the kind that was formerly sponsored by the Soviets.A bit of a family autocracy, too.I know about the Golan and about Syrian meddling in the Lebanese civil wars.",4622b60202cf3944119daf2be53aa74f,ent-1753,PER,specific,m-1747,family,NOM,774,neg
"None

He worked with and enabled some of the greatest authoritarian economic witch doctors of all time, including FDR....In fact one of Friedman's greatest regrets is that he foisted income tax withholding upon the nation.Unlike some, I don't consider Friedman to be an economic demi-god.",4683e6affe801713ed4cc9d596b57fac,ent-57,PER,specific,m-621,FDR,NAM,5861,neg
"None
What it is is monetary central planner witch doctors, like those at the Fed, trying to tell us that you really can push strings.None",4683e6affe801713ed4cc9d596b57fac,ent-1026,PER,specific,m-1077,monetary central planner witch doctors,NOM,5447,neg
"None

He worked with and enabled some of the greatest authoritarian economic witch doctors of all time, including FDR....In fact one of Friedman's greatest regrets is that he foisted income tax withholding upon the nation.Unlike some, I don't consider Friedman to be an economic demi-god.",4683e6affe801713ed4cc9d596b57fac,ent-1338,PER,specific,m-1332,the greatest authoritarian economic witch doctors of all time,NOM,5788,neg
"None

obama DID appoint a fed chairman, youi blithering idiot.it was ben bernanke.... the same guy who worked for baby bush.",4683e6affe801713ed4cc9d596b57fac,ent-8,PER,specific,m-267,youi blithering idiot,NOM,393,neg
"None

He worked with and enabled some of the greatest authoritarian economic witch doctors of all time, including FDR....In fact one of Friedman's greatest regrets is that he foisted income tax withholding upon the nation.Unlike some, I don't consider Friedman to be an economic demi-god.",4683e6affe801713ed4cc9d596b57fac,ent-54,PER,specific,m-615,some of the greatest authoritarian economic witch doctors of all time,NOM,5780,neg
"None
What it is is monetary central planner witch doctors, like those at the Fed, trying to tell us that you really can push strings.None",4683e6affe801713ed4cc9d596b57fac,ent-60,PER,specific,m-627,those at the Fed,NOM,5492,neg
"
This seems to come up a lot as well, as a matter fo fact countries were better off under British rule..bring British ideas and industry to places of no hope.Zimbabwe used to be stable until the Brits left and Mugabe went mental and started killing and exiling the minority white people as some sort of 'get back' plan.Zimbabwe since then is a right dump going no where.",4764f1400fa336d1fb972719b10b939a,ent-51,GPE,specific,m-459,Zimbabwe,NAM,2069,neg
"Zimbabwe used to be stable until the Brits left and Mugabe went mental and started killing and exiling the minority white people as some sort of 'get back' plan.Zimbabwe since then is a right dump going no where.Also i dont see thre being white majority groups in those countries, if anything they are getting smaller.",4764f1400fa336d1fb972719b10b939a,ent-51,GPE,specific,m-465,Zimbabwe,NAM,2232,neg
"By the way i live in Central London...i know what im talking about.Edit: lol at neg rep, the left have really drummed in you lot well.a shame.",4764f1400fa336d1fb972719b10b939a,ent-1436,PER,specific,m-1430,the left,NOM,4014,neg
"It's true what people say, if you want different cultures then go visit them.This is England, we are a 3rd world dumping ground for some reason.. being forced on the native populace, we don't want 200 nationalities here...is it so wrong keeping Britain white?after all the whites have occupied this land sicne the dawn of man.",4764f1400fa336d1fb972719b10b939a,ent-1142,PER,specific,m-1136,200 nationalities,NOM,3636,neg
"You have been brainwashed to believe that this country needs diversity to survive, it does not..it didnt need it in the past and it does not need it now.By the way i live in Central London...i know what im talking about.Edit: lol at neg rep, the left have really drummed in you lot well.",4764f1400fa336d1fb972719b10b939a,ent-78,LOC,specific,m-531,Central London,NAM,3944,neg
"Also i dont see thre being white majority groups in those countries, if anything they are getting smaller.There was no mass immigration to India for example.None",4764f1400fa336d1fb972719b10b939a,ent-54,GPE,specific,m-471,India,NAM,2425,neg
"It's true what people say, if you want different cultures then go visit them.This is England, we are a 3rd world dumping ground for some reason.. being forced on the native populace, we don't want 200 nationalities here...is it so wrong keeping Britain white?after all the whites have occupied this land sicne the dawn of man.",4764f1400fa336d1fb972719b10b939a,ent-1611,LOC,nonspecific,m-1605,3rd world,NOM,3542,neg
"Problem I see is not the color of people that live in here and not from where they come.But that when someone who is not from here decides to reside in Britain, they do not adapt to Britain, they want Britain to adapt to them.I do feel unpleasant about these statistics of white race extinction, it's basically telling us that within next centuries we'll be minority in countries that were once ours?",4764f1400fa336d1fb972719b10b939a,ent-770,PER,nonspecific,m-764,someone who is not from here,NOM,279,neg
"Problem I see is not the color of people that live in here and not from where they come.But that when someone who is not from here decides to reside in Britain, they do not adapt to Britain, they want Britain to adapt to them.I do feel unpleasant about these statistics of white race extinction, it's basically telling us that within next centuries we'll be minority in countries that were once ours?",4764f1400fa336d1fb972719b10b939a,ent-770,PER,nonspecific,m-783,they,PRO,338,neg
"Problem I see is not the color of people that live in here and not from where they come.But that when someone who is not from here decides to reside in Britain, they do not adapt to Britain, they want Britain to adapt to them.I do feel unpleasant about these statistics of white race extinction, it's basically telling us that within next centuries we'll be minority in countries that were once ours?",4764f1400fa336d1fb972719b10b939a,ent-770,PER,nonspecific,m-789,they,PRO,368,neg
"Problem I see is not the color of people that live in here and not from where they come.But that when someone who is not from here decides to reside in Britain, they do not adapt to Britain, they want Britain to adapt to them.I do feel unpleasant about these statistics of white race extinction, it's basically telling us that within next centuries we'll be minority in countries that were once ours?",4764f1400fa336d1fb972719b10b939a,ent-770,PER,nonspecific,m-795,them,PRO,398,neg
"None
This seems to come up a lot as well, as a matter fo fact countries were better off under British rule..bring British ideas and industry to places of no hope.Zimbabwe used to be stable until the Brits left and Mugabe went mental and started killing and exiling the minority white people as some sort of 'get back' plan.",4764f1400fa336d1fb972719b10b939a,ent-986,LOC,nonspecific,m-980,places,NOM,2049,neg
"
This seems to come up a lot as well, as a matter fo fact countries were better off under British rule..bring British ideas and industry to places of no hope.Zimbabwe used to be stable until the Brits left and Mugabe went mental and started killing and exiling the minority white people as some sort of 'get back' plan.Zimbabwe since then is a right dump going no where.",4764f1400fa336d1fb972719b10b939a,ent-27,PER,specific,m-231,Mugabe,NAM,2121,neg
"None

What about the fact that many of these colonies had men fight for Britain during wars?They put their lives on the line for this country and what now you're saying that they don't have as much right to be here as you because you are paler?",4764f1400fa336d1fb972719b10b939a,ent-1010,PER,nonspecific,m-1004,men,NOM,2507,pos
"

What about the fact that many of these colonies had men fight for Britain during wars?They put their lives on the line for this country and what now you're saying that they don't have as much right to be here as you because you are paler?None",4764f1400fa336d1fb972719b10b939a,ent-1010,PER,nonspecific,m-1022,They,PRO,2542,pos
"

What about the fact that many of these colonies had men fight for Britain during wars?They put their lives on the line for this country and what now you're saying that they don't have as much right to be here as you because you are paler?None",4764f1400fa336d1fb972719b10b939a,ent-1010,PER,nonspecific,m-1028,their,PRO,2551,pos
"countries that will be ruled by few or more generation old foreigners that didn't really have to change anything to adapt and be somewhat British.Another issue is how on earth is it going to be with language, imagine the pot of cultures and nationalities in this country that's going to grow, it's a fact that a very mere number of foreigners can actually speak excellent English, there's a lot with bad accents from other parts of world, not everybody even knows how to call some things.Funny thing is that even some British don't have superb English.",4764f1400fa336d1fb972719b10b939a,ent-865,PER,specific,m-850,a very mere number of foreigners,NOM,891,neg
"Would this country really have a point anymore, if minority think of themselves as British.another part is thinking their British when actually they are just 2nd generation immigrants.. Maybe European countries will just merge into something new, where white people are minority, nationality is just something from history book and we're just big mixed up culture of people, creating some sort of new culture with ingredients from all parts of world.I guess that's the most probable future.",4764f1400fa336d1fb972719b10b939a,ent-941,LOC,nonspecific,m-959,all parts of world,NOM,1648,neg
"Another issue is how on earth is it going to be with language, imagine the pot of cultures and nationalities in this country that's going to grow, it's a fact that a very mere number of foreigners can actually speak excellent English, there's a lot with bad accents from other parts of world, not everybody even knows how to call some things.Funny thing is that even some British don't have superb English.Anyway this is just vision of language nightmare.",4764f1400fa336d1fb972719b10b939a,ent-895,PER,specific,m-423,some British,NOM,1095,neg
"Would this country really have a point anymore, if minority think of themselves as British.another part is thinking their British when actually they are just 2nd generation immigrants.. Maybe European countries will just merge into something new, where white people are minority, nationality is just something from history book and we're just big mixed up culture of people, creating some sort of new culture with ingredients from all parts of world.I guess that's the most probable future.",4764f1400fa336d1fb972719b10b939a,ent-920,PER,nonspecific,m-929,their,PRO,1333,neg
"Would this country really have a point anymore, if minority think of themselves as British.another part is thinking their British when actually they are just 2nd generation immigrants.. Maybe European countries will just merge into something new, where white people are minority, nationality is just something from history book and we're just big mixed up culture of people, creating some sort of new culture with ingredients from all parts of world.I guess that's the most probable future.",4764f1400fa336d1fb972719b10b939a,ent-920,PER,nonspecific,m-1543,they,PRO,1361,neg
"Would this country really have a point anymore, if minority think of themselves as British.another part is thinking their British when actually they are just 2nd generation immigrants.. Maybe European countries will just merge into something new, where white people are minority, nationality is just something from history book and we're just big mixed up culture of people, creating some sort of new culture with ingredients from all parts of world.I guess that's the most probable future.",4764f1400fa336d1fb972719b10b939a,ent-920,PER,nonspecific,m-1587,2nd generation immigrants,NOM,1375,neg
"countries that will be ruled by few or more generation old foreigners that didn't really have to change anything to adapt and be somewhat British.Another issue is how on earth is it going to be with language, imagine the pot of cultures and nationalities in this country that's going to grow, it's a fact that a very mere number of foreigners can actually speak excellent English, there's a lot with bad accents from other parts of world, not everybody even knows how to call some things.Funny thing is that even some British don't have superb English.",4764f1400fa336d1fb972719b10b939a,ent-1675,PER,nonspecific,m-1649,cultures and nationalities in this country,NOM,809,neg
"countries that will be ruled by few or more generation old foreigners that didn't really have to change anything to adapt and be somewhat British.Another issue is how on earth is it going to be with language, imagine the pot of cultures and nationalities in this country that's going to grow, it's a fact that a very mere number of foreigners can actually speak excellent English, there's a lot with bad accents from other parts of world, not everybody even knows how to call some things.Funny thing is that even some British don't have superb English.",4764f1400fa336d1fb972719b10b939a,ent-862,PER,nonspecific,m-856,foreigners,NOM,913,neg
"

What about the fact that many of these colonies had men fight for Britain during wars?They put their lives on the line for this country and what now you're saying that they don't have as much right to be here as you because you are paler?None",4764f1400fa336d1fb972719b10b939a,ent-1040,PER,specific,m-1034,they,PRO,2624,neg
"countries that will be ruled by few or more generation old foreigners that didn't really have to change anything to adapt and be somewhat British.Another issue is how on earth is it going to be with language, imagine the pot of cultures and nationalities in this country that's going to grow, it's a fact that a very mere number of foreigners can actually speak excellent English, there's a lot with bad accents from other parts of world, not everybody even knows how to call some things.Funny thing is that even some British don't have superb English.",4764f1400fa336d1fb972719b10b939a,ent-1646,PER,nonspecific,m-1640,cultures and nationalities in this country,NOM,809,neg
"Zimbabwe since then is a right dump going no where.Also i dont see thre being white majority groups in those countries, if anything they are getting smaller.There was no mass immigration to India for example.",4764f1400fa336d1fb972719b10b939a,ent-57,GPE,specific,m-477,those countries,NOM,2337,neg
"None

What about the fact that many of these colonies had men fight for Britain during wars?They put their lives on the line for this country and what now you're saying that they don't have as much right to be here as you because you are paler?",4764f1400fa336d1fb972719b10b939a,ent-57,GPE,specific,m-483,many of these colonies,NOM,2480,pos
"None
This seems to come up a lot as well, as a matter fo fact countries were better off under British rule..bring British ideas and industry to places of no hope.Zimbabwe used to be stable until the Brits left and Mugabe went mental and started killing and exiling the minority white people as some sort of 'get back' plan.",4764f1400fa336d1fb972719b10b939a,ent-977,GPE,nonspecific,m-971,countries,NOM,1967,neg
"I do feel unpleasant about these statistics of white race extinction, it's basically telling us that within next centuries we'll be minority in countries that were once ours?countries that will be ruled by few or more generation old foreigners that didn't really have to change anything to adapt and be somewhat British.Another issue is how on earth is it going to be with language, imagine the pot of cultures and nationalities in this country that's going to grow, it's a fact that a very mere number of foreigners can actually speak excellent English, there's a lot with bad accents from other parts of world, not everybody even knows how to call some things.",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-303,countries that will be ruled by few or more generation old foreigners,NOM,580,neg
"None
This seems to come up a lot as well, as a matter fo fact countries were better off under British rule..bring British ideas and industry to places of no hope.Zimbabwe used to be stable until the Brits left and Mugabe went mental and started killing and exiling the minority white people as some sort of 'get back' plan.",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-333,British,NAM,1999,pos
"None
This seems to come up a lot as well, as a matter fo fact countries were better off under British rule..bring British ideas and industry to places of no hope.Zimbabwe used to be stable until the Brits left and Mugabe went mental and started killing and exiling the minority white people as some sort of 'get back' plan.",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-339,British,NAM,2019,pos
"None

What about the fact that many of these colonies had men fight for Britain during wars?They put their lives on the line for this country and what now you're saying that they don't have as much right to be here as you because you are paler?",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-345,Britain,NAM,2521,pos
"

What about the fact that many of these colonies had men fight for Britain during wars?They put their lives on the line for this country and what now you're saying that they don't have as much right to be here as you because you are paler?None",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-351,this country,NOM,2579,pos
"after all the whites have occupied this land sicne the dawn of man.You have been brainwashed to believe that this country needs diversity to survive, it does not..it didnt need it in the past and it does not need it now.By the way i live in Central London...i know what im talking about.",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-357,this country,NOM,3810,pos
"after all the whites have occupied this land sicne the dawn of man.You have been brainwashed to believe that this country needs diversity to survive, it does not..it didnt need it in the past and it does not need it now.By the way i live in Central London...i know what im talking about.",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-363,it,PRO,3864,pos
"This is England, we are a 3rd world dumping ground for some reason.. being forced on the native populace, we don't want 200 nationalities here...is it so wrong keeping Britain white?after all the whites have occupied this land sicne the dawn of man.You have been brainwashed to believe that this country needs diversity to survive, it does not..it didnt need it in the past and it does not need it now.",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-369,this land,NOM,3734,pos
"It's true what people say, if you want different cultures then go visit them.This is England, we are a 3rd world dumping ground for some reason.. being forced on the native populace, we don't want 200 nationalities here...is it so wrong keeping Britain white?after all the whites have occupied this land sicne the dawn of man.",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-375,Britain,NAM,3684,pos
"It's true what people say, if you want different cultures then go visit them.This is England, we are a 3rd world dumping ground for some reason.. being forced on the native populace, we don't want 200 nationalities here...is it so wrong keeping Britain white?after all the whites have occupied this land sicne the dawn of man.",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-381,England,NAM,3524,pos
"It's true what people say, if you want different cultures then go visit them.This is England, we are a 3rd world dumping ground for some reason.. being forced on the native populace, we don't want 200 nationalities here...is it so wrong keeping Britain white?after all the whites have occupied this land sicne the dawn of man.",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-387,we,PRO,3533,neg
"after all the whites have occupied this land sicne the dawn of man.You have been brainwashed to believe that this country needs diversity to survive, it does not..it didnt need it in the past and it does not need it now.By the way i live in Central London...i know what im talking about.",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-393,it,PRO,3851,pos
"after all the whites have occupied this land sicne the dawn of man.You have been brainwashed to believe that this country needs diversity to survive, it does not..it didnt need it in the past and it does not need it now.By the way i live in Central London...i know what im talking about.",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-399,it,PRO,3897,pos
"Colonialism was forced on the native populations by the white invaders.We live in a democracy and can vote for people who represent our views.If people don't like something and can't live here, they know what they can do....",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-405,a democracy,NOM,4175,pos
"Problem I see is not the color of people that live in here and not from where they come.But that when someone who is not from here decides to reside in Britain, they do not adapt to Britain, they want Britain to adapt to them.I do feel unpleasant about these statistics of white race extinction, it's basically telling us that within next centuries we'll be minority in countries that were once ours?",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-417,here,PRO,303,pos
"It's true what people say, if you want different cultures then go visit them.This is England, we are a 3rd world dumping ground for some reason.. being forced on the native populace, we don't want 200 nationalities here...is it so wrong keeping Britain white?after all the whites have occupied this land sicne the dawn of man.",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-441,here,PRO,3654,pos
"We live in a democracy and can vote for people who represent our views.If people don't like something and can't live here, they know what they can do....None",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-447,here,PRO,4282,pos
"But that when someone who is not from here decides to reside in Britain, they do not adapt to Britain, they want Britain to adapt to them.I do feel unpleasant about these statistics of white race extinction, it's basically telling us that within next centuries we'll be minority in countries that were once ours?countries that will be ruled by few or more generation old foreigners that didn't really have to change anything to adapt and be somewhat British.",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-453,countries that were once ours,NOM,549,neg
"Another issue is how on earth is it going to be with language, imagine the pot of cultures and nationalities in this country that's going to grow, it's a fact that a very mere number of foreigners can actually speak excellent English, there's a lot with bad accents from other parts of world, not everybody even knows how to call some things.Funny thing is that even some British don't have superb English.Anyway this is just vision of language nightmare.",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-898,British,NAM,1100,neg
"It's true what people say, if you want different cultures then go visit them.This is England, we are a 3rd world dumping ground for some reason.. being forced on the native populace, we don't want 200 nationalities here...is it so wrong keeping Britain white?after all the whites have occupied this land sicne the dawn of man.",4764f1400fa336d1fb972719b10b939a,ent-48,GPE,specific,m-1599,a 3rd world dumping ground,NOM,3540,neg
"Would this country really have a point anymore, if minority think of themselves as British.another part is thinking their British when actually they are just 2nd generation immigrants.. Maybe European countries will just merge into something new, where white people are minority, nationality is just something from history book and we're just big mixed up culture of people, creating some sort of new culture with ingredients from all parts of world.I guess that's the most probable future.",4764f1400fa336d1fb972719b10b939a,ent-807,PER,specific,m-953,we,PRO,1549,neg
