file,label_polarity,rel_arg1_context,rel_arg1_entity_specificity,rel_arg1_entity_type,rel_arg1_id,rel_arg1_mention_id,rel_arg1_mention_length,rel_arg1_mention_noun_type,rel_arg1_mention_offset,rel_arg1_role,rel_arg1_text,rel_arg2_context,rel_arg2_entity_specificity,rel_arg2_entity_type,rel_arg2_id,rel_arg2_is_filler,rel_arg2_mention_id,rel_arg2_mention_length,rel_arg2_mention_noun_type,rel_arg2_mention_offset,rel_arg2_role,rel_arg2_text,relation_id,relation_mention_id,relation_mention_realis,relation_subtype,relation_type,trigger_context,trigger_length,trigger_offset,trigger_text
44a65adb7f74e6c99d05eb2721fd0baf,pos,"I have some good friends that ride with the Patriot Guard Riders.At age 56, the more I think about it and the madder I get, to hell with the SC rulings.Baseball bat to the head of a WBC protestor would make me feel better.I've shown up to counter protest at a few funerals myself, I understand the feeling.",specific,PER,ent-45,m-492,17,NOM,165,employeemember,some good friends,"I have some good friends that ride with the Patriot Guard Riders.At age 56, the more I think about it and the madder I get, to hell with the SC rulings.Baseball bat to the head of a WBC protestor would make me feel better.I've shown up to counter protest at a few funerals myself, I understand the feeling.",specific,ORG,ent-51,0,m-504,20,NAM,202,org,Patriot Guard Riders,r-1651,relm-600,true,employmentmembership,orgaffiliation,I have some good friends that ride with the Patriot Guard Riders.,9,188,ride with
44a65adb7f74e6c99d05eb2721fd0baf,neg,"If the facts were different then it would be so easy to say I want those bastards to pay and feel justified in doing so.But they're not, and you have to take the case you get.My Irish temper is in check, somewhat.I was there when my brother came back from Nam in 1968 after THREE tours and the community acted like he wasn't there, saw the hooray parades for Gulf War I which was great to see but made me even madder because of what my brother went through and now this bunch of clowns.Keep in mind also that I despise all religous kooks.I quit riding years ago otherwise I would be there with them.Heard some true stories but when asked publicly I go to my Sgt.",specific,PER,ent-21,m-270,10,NOM,1265,entity,my brother,"If the facts were different then it would be so easy to say I want those bastards to pay and feel justified in doing so.But they're not, and you have to take the case you get.My Irish temper is in check, somewhat.I was there when my brother came back from Nam in 1968 after THREE tours and the community acted like he wasn't there, saw the hooray parades for Gulf War I which was great to see but made me even madder because of what my brother went through and now this bunch of clowns.Keep in mind also that I despise all religous kooks.I quit riding years ago otherwise I would be there with them.Heard some true stories but when asked publicly I go to my Sgt.",specific,GPE,ent-66,0,m-588,3,NAM,1291,loc,Nam,r-1654,relm-630,true,locatednear,physical,None,None,None,None
44a65adb7f74e6c99d05eb2721fd0baf,neg,"Only the so-called ""1st Amendment 'absolutists'"" think in such ridiculous terms.So if a citizen can sue another citizen over something said or written, then why can't a citizen sue another citizen for the intentional infliction of emotional injury caused by the outrageous CONDUCT of the party getting sued?If the plaintiff succeeds in the lawsuit at the SCOTUS level, there will have been ZERO violation of the First Amendment's guarantee of freedom of speech.The fucking scumbags of WBC will merely have had their depraved, disgusting and outrageous behavior properly called into account.They remain perfectly free to express their idiotic beliefs either way.Fuck them.God hates them.",specific,PER,ent-24,m-294,27,NOM,3003,employeemember,The fucking scumbags of WBC,"Only the so-called ""1st Amendment 'absolutists'"" think in such ridiculous terms.So if a citizen can sue another citizen over something said or written, then why can't a citizen sue another citizen for the intentional infliction of emotional injury caused by the outrageous CONDUCT of the party getting sued?If the plaintiff succeeds in the lawsuit at the SCOTUS level, there will have been ZERO violation of the First Amendment's guarantee of freedom of speech.The fucking scumbags of WBC will merely have had their depraved, disgusting and outrageous behavior properly called into account.They remain perfectly free to express their idiotic beliefs either way.Fuck them.God hates them.",specific,ORG,ent-57,0,m-564,3,NAM,3027,org,WBC,r-1655,relm-640,true,employmentmembership,orgaffiliation,"The fucking scumbags of WBC will merely have had their depraved, disgusting and outrageous behavior properly called into account.",2,3024,of
44a65adb7f74e6c99d05eb2721fd0baf,pos,"I have some good friends that ride with the Patriot Guard Riders.At age 56, the more I think about it and the madder I get, to hell with the SC rulings.Baseball bat to the head of a WBC protestor would make me feel better.I've shown up to counter protest at a few funerals myself, I understand the feeling.",specific,PER,ent-8,m-84,1,PRO,158,per,I,"I have some good friends that ride with the Patriot Guard Riders.At age 56, the more I think about it and the madder I get, to hell with the SC rulings.Baseball bat to the head of a WBC protestor would make me feel better.I've shown up to counter protest at a few funerals myself, I understand the feeling.",specific,PER,ent-45,0,m-492,17,NOM,165,per,some good friends,r-1657,relm-1101,true,unspecified,personalsocial,I have some good friends that ride with the Patriot Guard Riders.,7,175,friends
44a65adb7f74e6c99d05eb2721fd0baf,neg,"How much free speech will anyone have if someone can sue anytime they are offended?You can do that now but a jury will not allow damages unless the case is strong.As this one is because we have a grieving family and the chyrch actions are outrageous and not the norm of just ""offending"" someone.It is nice to think that, but juries have allowed damages to people that fell through the roof breaking into stores.Where exactly do you think the line between outrageous and offensive is?Does it exist only for positions you think are offensive?Can I draw it for positions you think are right?",nonspecific,PER,ent-965,m-959,54,NOM,3715,entity,people that fell through the roof breaking into stores,"How much free speech will anyone have if someone can sue anytime they are offended?You can do that now but a jury will not allow damages unless the case is strong.As this one is because we have a grieving family and the chyrch actions are outrageous and not the norm of just ""offending"" someone.It is nice to think that, but juries have allowed damages to people that fell through the roof breaking into stores.Where exactly do you think the line between outrageous and offensive is?Does it exist only for positions you think are offensive?Can I draw it for positions you think are right?",nonspecific,FAC,ent-974,0,m-968,6,NOM,3763,loc,stores,r-1658,relm-1111,true,locatednear,physical,"It is nice to think that, but juries have allowed damages to people that fell through the roof breaking into stores.",4,3758,into
44fd27d40ae65547c3b584c2ff360cd7,neg,"This morning I was watching ""Good Day New York"" on Channel 5, which is part of the FOX network.The co-host were interviewing a guy who is part of the on-going occupation of Wall St., and were (of course) repeating the media standard line by questioning the man as to why there is no set goals or leadership to advocate such goals.During his response, the man pointed out that it's about all types of people pointing out that nothing is being done about the economic inequality and subsequent crimes perpetrated by Wall St./banking giants (individuals and corporations)....and that you had leaders from various backgrounds join in.He stated that Al Sharpton ""a self made man from the streets like me"" was joining.....at which time co-host Greg Kelly interjected (twice) that like Al Sharpton, Rupert Murdoch is a self made man.",specific,ORG,ent-54,m-534,9,NAM,227,suborg,Channel 5,"This morning I was watching ""Good Day New York"" on Channel 5, which is part of the FOX network.The co-host were interviewing a guy who is part of the on-going occupation of Wall St., and were (of course) repeating the media standard line by questioning the man as to why there is no set goals or leadership to advocate such goals.During his response, the man pointed out that it's about all types of people pointing out that nothing is being done about the economic inequality and subsequent crimes perpetrated by Wall St./banking giants (individuals and corporations)....and that you had leaders from various backgrounds join in.He stated that Al Sharpton ""a self made man from the streets like me"" was joining.....at which time co-host Greg Kelly interjected (twice) that like Al Sharpton, Rupert Murdoch is a self made man.",specific,ORG,ent-51,0,m-504,15,NAM,255,parent,the FOX network,r-1668,relm-642,true,subsidiary,partwhole,"This morning I was watching ""Good Day New York"" on Channel 5, which is part of the FOX network.",7,247,part of
44fd27d40ae65547c3b584c2ff360cd7,neg,"He did NOT start out in the copy room of some local city paper and work his way up to mogul.Al Sharpton grew up doing the preacher circuit for his particular brand of religion.Big difference.I saw this as just another Fox flunkie pushing the ""class warfare"" line that's heard from the neocon/teabagger pundits in the media.By trying to equate Murdoch as a successful ""every man"", co-host Greg Kelly pushes the subliminal context that the Wall St. protesters are just ""jealous"" of ""successful people"".Typical Fox BS....but not unexpected.Hate to point out the obvious (I lie) but when Murdoch inherited those tow papers in Australia he had been working as an editor for a different paper in another country.",specific,PER,ent-36,m-348,11,NOM,1405,employeemember,Fox flunkie,"He did NOT start out in the copy room of some local city paper and work his way up to mogul.Al Sharpton grew up doing the preacher circuit for his particular brand of religion.Big difference.I saw this as just another Fox flunkie pushing the ""class warfare"" line that's heard from the neocon/teabagger pundits in the media.By trying to equate Murdoch as a successful ""every man"", co-host Greg Kelly pushes the subliminal context that the Wall St. protesters are just ""jealous"" of ""successful people"".Typical Fox BS....but not unexpected.Hate to point out the obvious (I lie) but when Murdoch inherited those tow papers in Australia he had been working as an editor for a different paper in another country.",specific,ORG,ent-51,0,m-510,3,NAM,1405,org,Fox,r-1672,relm-682,true,employmentmembership,orgaffiliation,None,None,None,None
44fd27d40ae65547c3b584c2ff360cd7,neg,"Well them you, squire, have never heard of one.SLAP OUT OF IT!!!He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.Explain to me, in detail, and using the small words you can understand, how that is not an example of a self made man.The ows are just a bunch of spoiled kids that want great pay w/o the education or effort it takes to get it.None of them are taking personal responsibility, just blaming Wall St.",specific,ORG,ent-57,m-558,78,NOM,2256,org,two small papers with declining circulation in a small city in South Australia,"Well them you, squire, have never heard of one.SLAP OUT OF IT!!!He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.Explain to me, in detail, and using the small words you can understand, how that is not an example of a self made man.The ows are just a bunch of spoiled kids that want great pay w/o the education or effort it takes to get it.None of them are taking personal responsibility, just blaming Wall St.",specific,GPE,ent-75,0,m-606,31,NOM,2303,loc,a small city in South Australia,r-1673,relm-712,true,orgheadquarter,physical,He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.,2,2300,in
44fd27d40ae65547c3b584c2ff360cd7,neg,"Well them you, squire, have never heard of one.SLAP OUT OF IT!!!He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.Explain to me, in detail, and using the small words you can understand, how that is not an example of a self made man.The ows are just a bunch of spoiled kids that want great pay w/o the education or effort it takes to get it.None of them are taking personal responsibility, just blaming Wall St.",specific,GPE,ent-75,m-606,31,NOM,2303,entity,a small city in South Australia,"Well them you, squire, have never heard of one.SLAP OUT OF IT!!!He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.Explain to me, in detail, and using the small words you can understand, how that is not an example of a self made man.The ows are just a bunch of spoiled kids that want great pay w/o the education or effort it takes to get it.None of them are taking personal responsibility, just blaming Wall St.",specific,GPE,ent-78,0,m-612,15,NAM,2319,loc,South Australia,r-1674,relm-722,true,locatednear,physical,He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.,2,2316,in
44fd27d40ae65547c3b584c2ff360cd7,neg,"Well them you, squire, have never heard of one.SLAP OUT OF IT!!!He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.Explain to me, in detail, and using the small words you can understand, how that is not an example of a self made man.The ows are just a bunch of spoiled kids that want great pay w/o the education or effort it takes to get it.None of them are taking personal responsibility, just blaming Wall St.",specific,GPE,ent-78,m-612,15,NAM,2319,entity,South Australia,"Well them you, squire, have never heard of one.SLAP OUT OF IT!!!He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.Explain to me, in detail, and using the small words you can understand, how that is not an example of a self made man.The ows are just a bunch of spoiled kids that want great pay w/o the education or effort it takes to get it.None of them are taking personal responsibility, just blaming Wall St.",specific,GPE,ent-72,0,m-600,9,NAM,2325,loc,Australia,r-1675,relm-732,true,locatednear,physical,None,None,None,None
44fd27d40ae65547c3b584c2ff360cd7,pos,"Well them you, squire, have never heard of one.SLAP OUT OF IT!!!He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.Explain to me, in detail, and using the small words you can understand, how that is not an example of a self made man.The ows are just a bunch of spoiled kids that want great pay w/o the education or effort it takes to get it.None of them are taking personal responsibility, just blaming Wall St.",specific,PER,ent-45,m-492,37,NOM,2377,entity,on of the wealthiest men in the world,"Well them you, squire, have never heard of one.SLAP OUT OF IT!!!He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.Explain to me, in detail, and using the small words you can understand, how that is not an example of a self made man.The ows are just a bunch of spoiled kids that want great pay w/o the education or effort it takes to get it.None of them are taking personal responsibility, just blaming Wall St.",specific,LOC,ent-87,0,m-636,9,NOM,2405,loc,the world,r-1676,relm-742,true,locatednear,physical,He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.,2,2402,in
44fd27d40ae65547c3b584c2ff360cd7,pos,"This morning I was watching ""Good Day New York"" on Channel 5, which is part of the FOX network.The co-host were interviewing a guy who is part of the on-going occupation of Wall St., and were (of course) repeating the media standard line by questioning the man as to why there is no set goals or leadership to advocate such goals.During his response, the man pointed out that it's about all types of people pointing out that nothing is being done about the economic inequality and subsequent crimes perpetrated by Wall St./banking giants (individuals and corporations)....and that you had leaders from various backgrounds join in.He stated that Al Sharpton ""a self made man from the streets like me"" was joining.....at which time co-host Greg Kelly interjected (twice) that like Al Sharpton, Rupert Murdoch is a self made man. Come again?",specific,PER,ent-39,m-360,56,NOM,302,entity,a guy who is part of the on-going occupation of Wall St.,"This morning I was watching ""Good Day New York"" on Channel 5, which is part of the FOX network.The co-host were interviewing a guy who is part of the on-going occupation of Wall St., and were (of course) repeating the media standard line by questioning the man as to why there is no set goals or leadership to advocate such goals.During his response, the man pointed out that it's about all types of people pointing out that nothing is being done about the economic inequality and subsequent crimes perpetrated by Wall St./banking giants (individuals and corporations)....and that you had leaders from various backgrounds join in.He stated that Al Sharpton ""a self made man from the streets like me"" was joining.....at which time co-host Greg Kelly interjected (twice) that like Al Sharpton, Rupert Murdoch is a self made man. Come again?",specific,LOC,ent-84,0,m-624,8,NAM,350,loc,Wall St.,r-1682,relm-1397,true,locatednear,physical,"The co-host were interviewing a guy who is part of the on-going occupation of Wall St., and were (of course) repeating the media standard line by questioning the man as to why there is no set goals or leadership to advocate such goals.",10,336,occupation
44fd27d40ae65547c3b584c2ff360cd7,neg,"During his response, the man pointed out that it's about all types of people pointing out that nothing is being done about the economic inequality and subsequent crimes perpetrated by Wall St./banking giants (individuals and corporations)....and that you had leaders from various backgrounds join in.He stated that Al Sharpton ""a self made man from the streets like me"" was joining.....at which time co-host Greg Kelly interjected (twice) that like Al Sharpton, Rupert Murdoch is a self made man. Come again?Rupert Murdoch INHERITED HIS FATHER'S OWNERSHIP OF TWO NEWSPAPERS IN THE U.K. (Australia).He did NOT start out in the copy room of some local city paper and work his way up to mogul.Al Sharpton grew up doing the preacher circuit for his particular brand of religion.Big difference.",specific,PER,ent-45,m-432,14,NAM,1091,owner,Rupert Murdoch,"During his response, the man pointed out that it's about all types of people pointing out that nothing is being done about the economic inequality and subsequent crimes perpetrated by Wall St./banking giants (individuals and corporations)....and that you had leaders from various backgrounds join in.He stated that Al Sharpton ""a self made man from the streets like me"" was joining.....at which time co-host Greg Kelly interjected (twice) that like Al Sharpton, Rupert Murdoch is a self made man. Come again?Rupert Murdoch INHERITED HIS FATHER'S OWNERSHIP OF TWO NEWSPAPERS IN THE U.K. (Australia).He did NOT start out in the copy room of some local city paper and work his way up to mogul.Al Sharpton grew up doing the preacher circuit for his particular brand of religion.Big difference.",specific,ORG,ent-57,0,m-540,38,NOM,1142,org,TWO NEWSPAPERS IN THE U.K. (Australia),r-1685,relm-1427,true,ownership,orgaffiliation,Rupert Murdoch INHERITED HIS FATHER'S OWNERSHIP OF TWO NEWSPAPERS IN THE U.K. (Australia).,9,1106,INHERITED
44fd27d40ae65547c3b584c2ff360cd7,neg,"None of them are taking personal responsibility, just blaming Wall St.I'd be embarrassed to have anyone in my family involved in this non-sense.Obviously you're totally ignorant as to the make up of the people participating in the protests.They are senior citizens who got screwed out of their retirement...they are college grads who GOT the grades and are now looking at debt w ith NO job prospects....they are parents, spouses, long time employees who saw their jobs outsourced overseas....and ALL of them have watched Wall St. and it's banking buddies in management making out like bandits, and then bitch that they may have to give up some tax breaks and loopholes.If I were YOU, I'd be embarassed to voice your ignorance in public.Utter fucking nonsense.I just went from one job to another.",specific,PER,ent-1234,m-1228,83,NOM,3120,studentalumni,college grads who GOT the grades and are now looking at debt w ith NO job prospects,"None of them are taking personal responsibility, just blaming Wall St.I'd be embarrassed to have anyone in my family involved in this non-sense.Obviously you're totally ignorant as to the make up of the people participating in the protests.They are senior citizens who got screwed out of their retirement...they are college grads who GOT the grades and are now looking at debt w ith NO job prospects....they are parents, spouses, long time employees who saw their jobs outsourced overseas....and ALL of them have watched Wall St. and it's banking buddies in management making out like bandits, and then bitch that they may have to give up some tax breaks and loopholes.If I were YOU, I'd be embarassed to voice your ignorance in public.Utter fucking nonsense.I just went from one job to another.",nonspecific,ORG,ent-1473,0,m-1467,7,NOM,3120,org,college,r-1687,relm-1476,true,studentalum,orgaffiliation,"They are senior citizens who got screwed out of their retirement...they are college grads who GOT the grades and are now looking at debt w ith NO job prospects....they are parents, spouses, long time employees who saw their jobs outsourced overseas....and ALL of them have watched Wall St. and it's banking buddies in management making out like bandits, and then bitch that they may have to give up some tax breaks and loopholes.",5,3128,grads
44fd27d40ae65547c3b584c2ff360cd7,pos,"By trying to equate Murdoch as a successful ""every man"", co-host Greg Kelly pushes the subliminal context that the Wall St. protesters are just ""jealous"" of ""successful people"".Typical Fox BS....but not unexpected.Hate to point out the obvious (I lie) but when Murdoch inherited those tow papers in Australia he had been working as an editor for a different paper in another country.He then built those tow papers into a media empire that makes idiots like you froth at the mouth.If that is not a self made man I have never heard of one.Well them you, squire, have never heard of one.SLAP OUT OF IT!!",specific,PER,ent-45,m-474,2,PRO,1909,leader,He,"By trying to equate Murdoch as a successful ""every man"", co-host Greg Kelly pushes the subliminal context that the Wall St. protesters are just ""jealous"" of ""successful people"".Typical Fox BS....but not unexpected.Hate to point out the obvious (I lie) but when Murdoch inherited those tow papers in Australia he had been working as an editor for a different paper in another country.He then built those tow papers into a media empire that makes idiots like you froth at the mouth.If that is not a self made man I have never heard of one.Well them you, squire, have never heard of one.SLAP OUT OF IT!!",specific,ORG,ent-1141,0,m-1135,14,NOM,1945,entity,a media empire,r-1689,relm-1841,true,leadership,orgaffiliation,He then built those tow papers into a media empire that makes idiots like you froth at the mouth.,5,1917,built
44fd27d40ae65547c3b584c2ff360cd7,pos,"Well them you, squire, have never heard of one.SLAP OUT OF IT!!!He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.Explain to me, in detail, and using the small words you can understand, how that is not an example of a self made man.The ows are just a bunch of spoiled kids that want great pay w/o the education or effort it takes to get it.None of them are taking personal responsibility, just blaming Wall St.",specific,PER,ent-45,m-480,2,PRO,2248,leader,He,"Well them you, squire, have never heard of one.SLAP OUT OF IT!!!He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.Explain to me, in detail, and using the small words you can understand, how that is not an example of a self made man.The ows are just a bunch of spoiled kids that want great pay w/o the education or effort it takes to get it.None of them are taking personal responsibility, just blaming Wall St.",specific,ORG,ent-1141,0,m-1174,14,NOM,2345,entity,a media empire,r-1689,relm-1851,true,leadership,orgaffiliation,He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.,5,2339,built
44fd27d40ae65547c3b584c2ff360cd7,pos,"Well them you, squire, have never heard of one.SLAP OUT OF IT!!!He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.Explain to me, in detail, and using the small words you can understand, how that is not an example of a self made man.The ows are just a bunch of spoiled kids that want great pay w/o the education or effort it takes to get it.None of them are taking personal responsibility, just blaming Wall St.",specific,PER,ent-2093,m-2087,31,NOM,2383,entity,the wealthiest men in the world,"Well them you, squire, have never heard of one.SLAP OUT OF IT!!!He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.Explain to me, in detail, and using the small words you can understand, how that is not an example of a self made man.The ows are just a bunch of spoiled kids that want great pay w/o the education or effort it takes to get it.None of them are taking personal responsibility, just blaming Wall St.",specific,LOC,ent-87,0,m-636,9,NOM,2405,loc,the world,r-1690,relm-2096,true,locatednear,physical,He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.,2,2402,in
4572d22caf3e1924f894002b724f958b,neg,"That case is only one example of a systemic problem that pervades the entire criminal justice system.Hell, I didn't even mention the fact that rich people can afford better legal counsel.After all, do you think O J Simpson would have gotten away with murder in the 90's without his 'dream team'?I am sorry for this news to you but this has been the case since...well, mankind got 'organized'.Who wrote ""All animals are equal, but some animals are more equal than others,"" and when did he write it?justice is sometimes a matter of simply, what you can afford.",specific,PER,ent-51,m-252,16,NOM,432,per,his 'dream team',"That case is only one example of a systemic problem that pervades the entire criminal justice system.Hell, I didn't even mention the fact that rich people can afford better legal counsel.After all, do you think O J Simpson would have gotten away with murder in the 90's without his 'dream team'?I am sorry for this news to you but this has been the case since...well, mankind got 'organized'.Who wrote ""All animals are equal, but some animals are more equal than others,"" and when did he write it?justice is sometimes a matter of simply, what you can afford.",specific,PER,ent-27,0,m-168,3,PRO,432,per,his,r-1691,relm-366,true,business,personalsocial,"After all, do you think O J Simpson would have gotten away with murder in the 90's without his 'dream team'?",3,432,his
4572d22caf3e1924f894002b724f958b,neg,"If our collective ideals are to have any real meaning at all, then we have to practice what we preach to others, and it's clear that we as a nation are not doing that.When Ford pardoned Nixon, I think everyone believed (or at least hoped) that Nixon's pardon was a one time exception.Unfortunately, all it seemed to do is set a precedent for future pardons.What is ALSO unfortunate, is that while our justice system has become ever more lenient toward the rich and powerful, it's has also become increasingly merciless to the poor and the middle class because as I noted in the OP, the US has 12.5 times as many people in prison today as we had in prison 40 years ago.And our population hasn't increased by over a factor of 10 in the last two generations.That is the state of class warfare in our society.The rich aren't victims; they're beneficiaries in every sense of the definition.",specific,PER,ent-743,m-737,25,NOM,2447,entity,12.5 times as many people,"If our collective ideals are to have any real meaning at all, then we have to practice what we preach to others, and it's clear that we as a nation are not doing that.When Ford pardoned Nixon, I think everyone believed (or at least hoped) that Nixon's pardon was a one time exception.Unfortunately, all it seemed to do is set a precedent for future pardons.What is ALSO unfortunate, is that while our justice system has become ever more lenient toward the rich and powerful, it's has also become increasingly merciless to the poor and the middle class because as I noted in the OP, the US has 12.5 times as many people in prison today as we had in prison 40 years ago.And our population hasn't increased by over a factor of 10 in the last two generations.That is the state of class warfare in our society.The rich aren't victims; they're beneficiaries in every sense of the definition.",nonspecific,FAC,ent-752,0,m-746,6,NOM,2476,loc,prison,r-1694,relm-755,true,locatednear,physical,"What is ALSO unfortunate, is that while our justice system has become ever more lenient toward the rich and powerful, it's has also become increasingly merciless to the poor and the middle class because as I noted in the OP, the US has 12.5 times as many people in prison today as we had in prison 40 years ago.",2,2473,in
4572d22caf3e1924f894002b724f958b,pos,"A better jury set for starters and possibly a blind DA.One that makes the decition to hear a case without names involved or any other information other than the facts uncovered so far.That would be hard to do though.Heh, they would have to serve a year in a closed bunker just to get away from the news reports but hey, the military already does that and they would not even be shot atMy favorite stories are the ones where public officials, or secretaries embezzle thousands and into the hundreds of thousands.When caught, they get probation and restitution and /or maybe a year in the county.Steel something from Wal Mart and see what happens.",nonspecific,PER,ent-1066,m-1075,4,PRO,4243,entity,they,"A better jury set for starters and possibly a blind DA.One that makes the decition to hear a case without names involved or any other information other than the facts uncovered so far.That would be hard to do though.Heh, they would have to serve a year in a closed bunker just to get away from the news reports but hey, the military already does that and they would not even be shot atMy favorite stories are the ones where public officials, or secretaries embezzle thousands and into the hundreds of thousands.When caught, they get probation and restitution and /or maybe a year in the county.Steel something from Wal Mart and see what happens.",nonspecific,FAC,ent-1090,0,m-1084,15,NOM,4278,loc,a closed bunker,r-1695,relm-1093,false,locatednear,physical,"Heh, they would have to serve a year in a closed bunker just to get away from the news reports but hey, the military already does that and they would not even be shot at",2,4275,in
459f9a2b3eddd436f0232395f129dfd0,pos,"We spent Christmas with him and his family, and he talked about Obama wanting to cut their pay.He's been to Iraq 3 times, and now training in PsyOps.They should NEVER cut the pay of our military.They risk their lives for US....Islam want's our country to die....and our great leader want's it too.of course Odumber wants to cut the pay or make people get out with 15 years in so they do not get their retirement or medical benefits they worked so hard for.So he has money for his pet projects and the people in Washington get their pay raisesAre you fucking serious?",specific,PER,ent-8,m-291,16,NOM,5082,leader,our great leader,"We spent Christmas with him and his family, and he talked about Obama wanting to cut their pay.He's been to Iraq 3 times, and now training in PsyOps.They should NEVER cut the pay of our military.They risk their lives for US....Islam want's our country to die....and our great leader want's it too.of course Odumber wants to cut the pay or make people get out with 15 years in so they do not get their retirement or medical benefits they worked so hard for.So he has money for his pet projects and the people in Washington get their pay raisesAre you fucking serious?",specific,GPE,ent-159,0,m-1125,3,PRO,5082,entity,our,r-1717,relm-1365,true,leadership,orgaffiliation,They risk their lives for US....Islam want's our country to die....and our great leader want's it too.,6,5092,leader
4622b60202cf3944119daf2be53aa74f,neg,"I wonder whether Khadaffi's move heralds a new direction in the realtionship between the West and the formerly anti-US Arab nations.Only time will tell.I was in Damascus in 1986 during the Gulf of Siddra crisis when American warships shelled Lybia.It was touch-and-go for an American walking the streets in Syria at that time.Yet the people stayed friendly enough and everybody smiled at me.I don't know how sizeable the Kurdish population is, but they are very conspicuous, unlike the handful of Jews whom you would have difficulty in finding.My understanding (imperfect, I'm sure) is that there is no active persecution of Jews in the country.",specific,PER,ent-69,m-519,40,NOM,3268,entity,an American walking the streets in Syria,"I wonder whether Khadaffi's move heralds a new direction in the realtionship between the West and the formerly anti-US Arab nations.Only time will tell.I was in Damascus in 1986 during the Gulf of Siddra crisis when American warships shelled Lybia.It was touch-and-go for an American walking the streets in Syria at that time.Yet the people stayed friendly enough and everybody smiled at me.I don't know how sizeable the Kurdish population is, but they are very conspicuous, unlike the handful of Jews whom you would have difficulty in finding.My understanding (imperfect, I'm sure) is that there is no active persecution of Jews in the country.",specific,LOC,ent-171,0,m-987,20,NOM,3288,loc,the streets in Syria,r-1762,relm-1089,true,locatednear,physical,It was touch-and-go for an American walking the streets in Syria at that time.,7,3280,walking
4622b60202cf3944119daf2be53aa74f,neg,"I wonder whether Khadaffi's move heralds a new direction in the realtionship between the West and the formerly anti-US Arab nations.Only time will tell.I was in Damascus in 1986 during the Gulf of Siddra crisis when American warships shelled Lybia.It was touch-and-go for an American walking the streets in Syria at that time.Yet the people stayed friendly enough and everybody smiled at me.I don't know how sizeable the Kurdish population is, but they are very conspicuous, unlike the handful of Jews whom you would have difficulty in finding.My understanding (imperfect, I'm sure) is that there is no active persecution of Jews in the country.",specific,LOC,ent-171,m-987,20,NOM,3288,entity,the streets in Syria,"I wonder whether Khadaffi's move heralds a new direction in the realtionship between the West and the formerly anti-US Arab nations.Only time will tell.I was in Damascus in 1986 during the Gulf of Siddra crisis when American warships shelled Lybia.It was touch-and-go for an American walking the streets in Syria at that time.Yet the people stayed friendly enough and everybody smiled at me.I don't know how sizeable the Kurdish population is, but they are very conspicuous, unlike the handful of Jews whom you would have difficulty in finding.My understanding (imperfect, I'm sure) is that there is no active persecution of Jews in the country.",specific,GPE,ent-99,0,m-675,5,NAM,3303,loc,Syria,r-1763,relm-1099,true,locatednear,physical,It was touch-and-go for an American walking the streets in Syria at that time.,2,3300,in
