em_arg_context,em_arg_entity_specificity,em_arg_entity_type,em_arg_id,em_arg_is_filler,em_arg_mention_id,em_arg_mention_length,em_arg_mention_noun_type,em_arg_mention_offset,em_arg_role,em_arg_text,event_mention_id,file,hopper_id
"I WANT to believe Truman's decisions were ethically defensible.His comments to those around him do not offend me.It's understandable that he wanted VJ Day at any cost.But still the doubts persist -- that we bombed a couple of Asian cities and killed millions, instantly or later by radiation poisoning, because we COULD and not because we had no other choice.I don't know what my Daddy saw or knew.I lost him when I was quite young, and like most WW II vets, he would never discuss what he'd been through.But my Mommy and Daddy were pinkos.",specific,GPE,ent-102,0,m-600,24,NOM,3614,target,a couple of Asian cities,em-1311,41404718f9c1e94cf58aad1fc90c70a7,h-1114
"http://www.gwu.edu/~nsarchiv/NSAEBB/NSAEBB162/29.pdfThese Documents reveal many desperate attempts by Japans envoys to establish a surrender up to the very end and on August 5th (Document 52).All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""(Heaped bodies after Hiroshima atomic-bombing of civilian area.)",specific,GPE,ent-126,0,m-786,7,NAM,2239,attacker,America,em-1332,41404718f9c1e94cf58aad1fc90c70a7,h-1114
"http://www.gwu.edu/~nsarchiv/NSAEBB/NSAEBB162/29.pdfThese Documents reveal many desperate attempts by Japans envoys to establish a surrender up to the very end and on August 5th (Document 52).All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""(Heaped bodies after Hiroshima atomic-bombing of civilian area.)",specific,PER,ent-1837,0,m-1831,14,NOM,2336,target,non combatants,em-1332,41404718f9c1e94cf58aad1fc90c70a7,h-1114
"http://www.gwu.edu/~nsarchiv/NSAEBB/NSAEBB162/29.pdfThese Documents reveal many desperate attempts by Japans envoys to establish a surrender up to the very end and on August 5th (Document 52).All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""(Heaped bodies after Hiroshima atomic-bombing of civilian area.)",None ,weapon,f-2957,1,None,5,None,2327,instrument,bombs,em-1332,41404718f9c1e94cf58aad1fc90c70a7,h-1114
"And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""(Heaped bodies after Hiroshima atomic-bombing of civilian area.)It has always bothered me that we bombed cities full of non-whites, but not Germany, where the Death Camps existed.Maybe the A-Bomb was not finished before VE Day.Maybe.But the US confined Japanaese Americans to internment camps and did NOT do so as to Italian Americans or German Americans.",specific,PER,ent-1590,0,m-1920,2,PRO,2843,attacker,we,em-1926,41404718f9c1e94cf58aad1fc90c70a7,h-1114
"And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""(Heaped bodies after Hiroshima atomic-bombing of civilian area.)It has always bothered me that we bombed cities full of non-whites, but not Germany, where the Death Camps existed.Maybe the A-Bomb was not finished before VE Day.Maybe.But the US confined Japanaese Americans to internment camps and did NOT do so as to Italian Americans or German Americans.",specific,GPE,ent-1908,0,m-1902,25,NOM,2853,target,cities full of non-whites,em-1926,41404718f9c1e94cf58aad1fc90c70a7,h-1114
"And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""(Heaped bodies after Hiroshima atomic-bombing of civilian area.)It has always bothered me that we bombed cities full of non-whites, but not Germany, where the Death Camps existed.Maybe the A-Bomb was not finished before VE Day.Maybe.But the US confined Japanaese Americans to internment camps and did NOT do so as to Italian Americans or German Americans.",None ,weapon,f-2894,1,None,6,None,2846,instrument,bombed,em-1926,41404718f9c1e94cf58aad1fc90c70a7,h-1114
"These Documents reveal many desperate attempts by Japans envoys to establish a surrender up to the very end and on August 5th (Document 52).All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""(Heaped bodies after Hiroshima atomic-bombing of civilian area.)It has always bothered me that we bombed cities full of non-whites, but not Germany, where the Death Camps existed.",specific,PER,ent-33,0,m-228,12,NAM,2384,agent,Harry Truman,em-3282,41404718f9c1e94cf58aad1fc90c70a7,h-1788
"These Documents reveal many desperate attempts by Japans envoys to establish a surrender up to the very end and on August 5th (Document 52).All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""(Heaped bodies after Hiroshima atomic-bombing of civilian area.)It has always bothered me that we bombed cities full of non-whites, but not Germany, where the Death Camps existed.",specific,PER,ent-27,0,m-210,17,NAM,2453,agent,Winston Churchill,em-3282,41404718f9c1e94cf58aad1fc90c70a7,h-1788
"These Documents reveal many desperate attempts by Japans envoys to establish a surrender up to the very end and on August 5th (Document 52).All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""(Heaped bodies after Hiroshima atomic-bombing of civilian area.)It has always bothered me that we bombed cities full of non-whites, but not Germany, where the Death Camps existed.",specific,PER,ent-30,0,m-216,13,NAM,2475,agent,Joseph Stalin,em-3282,41404718f9c1e94cf58aad1fc90c70a7,h-1788
"http://www.gwu.edu/~nsarchiv/NSAEBB/NSAEBB162/29.pdfThese Documents reveal many desperate attempts by Japans envoys to establish a surrender up to the very end and on August 5th (Document 52).All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""(Heaped bodies after Hiroshima atomic-bombing of civilian area.)",specific,GPE,ent-126,0,m-786,7,NAM,2239,agent,America,em-1802,41404718f9c1e94cf58aad1fc90c70a7,h-1823
"http://www.gwu.edu/~nsarchiv/NSAEBB/NSAEBB162/29.pdfThese Documents reveal many desperate attempts by Japans envoys to establish a surrender up to the very end and on August 5th (Document 52).All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""(Heaped bodies after Hiroshima atomic-bombing of civilian area.)",None ,weapon,f-2992,1,None,5,None,2327,artifact,bombs,em-1802,41404718f9c1e94cf58aad1fc90c70a7,h-1823
"All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""(Heaped bodies after Hiroshima atomic-bombing of civilian area.)It has always bothered me that we bombed cities full of non-whites, but not Germany, where the Death Camps existed.Maybe the A-Bomb was not finished before VE Day.",specific,PER,ent-33,0,m-240,2,PRO,2544,entity,he,em-1872,41404718f9c1e94cf58aad1fc90c70a7,h-1900
"All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""(Heaped bodies after Hiroshima atomic-bombing of civilian area.)It has always bothered me that we bombed cities full of non-whites, but not Germany, where the Death Camps existed.Maybe the A-Bomb was not finished before VE Day.",specific,PER,ent-24,0,m-204,33,NOM,2560,audience,the retinue of sailors around him,em-1872,41404718f9c1e94cf58aad1fc90c70a7,h-1900
"These Documents reveal many desperate attempts by Japans envoys to establish a surrender up to the very end and on August 5th (Document 52).All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""(Heaped bodies after Hiroshima atomic-bombing of civilian area.)It has always bothered me that we bombed cities full of non-whites, but not Germany, where the Death Camps existed.",specific,PER,ent-33,0,m-228,12,NAM,2384,attacker,Harry Truman,em-3247,41404718f9c1e94cf58aad1fc90c70a7,h-1954
"These Documents reveal many desperate attempts by Japans envoys to establish a surrender up to the very end and on August 5th (Document 52).All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""(Heaped bodies after Hiroshima atomic-bombing of civilian area.)It has always bothered me that we bombed cities full of non-whites, but not Germany, where the Death Camps existed.",specific,PER,ent-27,0,m-210,17,NAM,2453,attacker,Winston Churchill,em-3247,41404718f9c1e94cf58aad1fc90c70a7,h-1954
"These Documents reveal many desperate attempts by Japans envoys to establish a surrender up to the very end and on August 5th (Document 52).All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""(Heaped bodies after Hiroshima atomic-bombing of civilian area.)It has always bothered me that we bombed cities full of non-whites, but not Germany, where the Death Camps existed.",specific,PER,ent-30,0,m-216,13,NAM,2475,attacker,Joseph Stalin,em-3247,41404718f9c1e94cf58aad1fc90c70a7,h-1954
"But the US confined Japanaese Americans to internment camps and did NOT do so as to Italian Americans or German Americans.It seems to me there must have been a tremendous temptation to drop the A-Bomb SOMEPLACE, just to show the world what we had.Without using it in warfare, who would ever believe this gruesome weapon even existed?All these things, together with the second bombing, have made me uneasy.I WANT to believe Truman's decisions were ethically defensible.His comments to those around him do not offend me.It's understandable that he wanted VJ Day at any cost.",None ,weapon,f-3062,1,None,7,None,3366,instrument,bombing,em-2056,41404718f9c1e94cf58aad1fc90c70a7,h-2077
"They would evacuate all territory captured after December 7 1941 and we would return all Territory held by them prior to Dec 7 1941.That simply was not going to happen.It is idiotic to think it would happen.Once again we did not have a functioning A bomb to drop on Germany before she surrendered and to tell you the truth we had no need to do so, they were not unreasonable fools like the Japanese.We did however FIREBOMB most of their cities killing hundreds of thousands of Civilians.One of you is right and the other is wrong...on the facts.Is there no good source document to go look-see who's right, namvet?",specific,GPE,ent-108,0,m-684,7,NAM,4918,target,Germany,em-2191,41404718f9c1e94cf58aad1fc90c70a7,h-2212
"They would evacuate all territory captured after December 7 1941 and we would return all Territory held by them prior to Dec 7 1941.That simply was not going to happen.It is idiotic to think it would happen.Once again we did not have a functioning A bomb to drop on Germany before she surrendered and to tell you the truth we had no need to do so, they were not unreasonable fools like the Japanese.We did however FIREBOMB most of their cities killing hundreds of thousands of Civilians.One of you is right and the other is wrong...on the facts.Is there no good source document to go look-see who's right, namvet?",specific,GPE,ent-126,0,m-768,2,PRO,4870,attacker,we,em-2191,41404718f9c1e94cf58aad1fc90c70a7,h-2212
"They would evacuate all territory captured after December 7 1941 and we would return all Territory held by them prior to Dec 7 1941.That simply was not going to happen.It is idiotic to think it would happen.Once again we did not have a functioning A bomb to drop on Germany before she surrendered and to tell you the truth we had no need to do so, they were not unreasonable fools like the Japanese.We did however FIREBOMB most of their cities killing hundreds of thousands of Civilians.One of you is right and the other is wrong...on the facts.Is there no good source document to go look-see who's right, namvet?",None ,weapon,f-3048,1,None,6,None,4900,instrument,A bomb,em-2191,41404718f9c1e94cf58aad1fc90c70a7,h-2212
"RetiredGySgt, in a rather lazy fashion repeatedly points to The National Security Archive 's collection of 77 documents on the atomic bomb and end of world war 2 saying 'the proof is in there'.Rather like tossing a dictionary at a newspaper editor and saying 'here's tomorrow's front page story'.So where in the comprehensive 77 lengthy sections could that magical, much sought-after golden fleece-like 'good reason' to consign the 350,000 civilian population of Hiroshima and the 250.000 civilian population of Nagasaki to the horrors of a nuclear blood bath be hiding?Perhaps it was Document 29, where on 11 of July Foreign Minister Togo sent the following 'extremely urgent' message to Ambassador Sato:""We are now secretly giving consideration to the termination of the war because of the pressing situation which confronts Japan both at home and abroad Therefore, when you have your interview with Molotov [ in accordance with previous instructions] you should not confine yourself to the objective of a rapprochement between Russia and Japan but should also sound him out on the extent to which it is possible to make use of Russia in ending the war.""and then on the same day:"".. Japan- as a proposal for ending the war and because of her concern for the establishment and maintenance of lasting peace - has absolutely no idea of annexing or holding the territories which she occupied during the war.""http://www.gwu.edu/~nsarchiv/NSAEBB/NSAEBB162/29.pdf",specific,PER,ent-1552,0,m-1546,44,NOM,564,target,"the 350,000 civilian population of Hiroshima",em-2284,41404718f9c1e94cf58aad1fc90c70a7,h-2305
"RetiredGySgt, in a rather lazy fashion repeatedly points to The National Security Archive 's collection of 77 documents on the atomic bomb and end of world war 2 saying 'the proof is in there'.Rather like tossing a dictionary at a newspaper editor and saying 'here's tomorrow's front page story'.So where in the comprehensive 77 lengthy sections could that magical, much sought-after golden fleece-like 'good reason' to consign the 350,000 civilian population of Hiroshima and the 250.000 civilian population of Nagasaki to the horrors of a nuclear blood bath be hiding?Perhaps it was Document 29, where on 11 of July Foreign Minister Togo sent the following 'extremely urgent' message to Ambassador Sato:""We are now secretly giving consideration to the termination of the war because of the pressing situation which confronts Japan both at home and abroad Therefore, when you have your interview with Molotov [ in accordance with previous instructions] you should not confine yourself to the objective of a rapprochement between Russia and Japan but should also sound him out on the extent to which it is possible to make use of Russia in ending the war.""and then on the same day:"".. Japan- as a proposal for ending the war and because of her concern for the establishment and maintenance of lasting peace - has absolutely no idea of annexing or holding the territories which she occupied during the war.""http://www.gwu.edu/~nsarchiv/NSAEBB/NSAEBB162/29.pdf",specific,PER,ent-1571,0,m-1565,43,NOM,613,target,the 250.000 civilian population of Nagasaki,em-2284,41404718f9c1e94cf58aad1fc90c70a7,h-2305
"RetiredGySgt, in a rather lazy fashion repeatedly points to The National Security Archive 's collection of 77 documents on the atomic bomb and end of world war 2 saying 'the proof is in there'.Rather like tossing a dictionary at a newspaper editor and saying 'here's tomorrow's front page story'.So where in the comprehensive 77 lengthy sections could that magical, much sought-after golden fleece-like 'good reason' to consign the 350,000 civilian population of Hiroshima and the 250.000 civilian population of Nagasaki to the horrors of a nuclear blood bath be hiding?Perhaps it was Document 29, where on 11 of July Foreign Minister Togo sent the following 'extremely urgent' message to Ambassador Sato:""We are now secretly giving consideration to the termination of the war because of the pressing situation which confronts Japan both at home and abroad Therefore, when you have your interview with Molotov [ in accordance with previous instructions] you should not confine yourself to the objective of a rapprochement between Russia and Japan but should also sound him out on the extent to which it is possible to make use of Russia in ending the war.""and then on the same day:"".. Japan- as a proposal for ending the war and because of her concern for the establishment and maintenance of lasting peace - has absolutely no idea of annexing or holding the territories which she occupied during the war.""http://www.gwu.edu/~nsarchiv/NSAEBB/NSAEBB162/29.pdf",specific,GPE,ent-114,0,m-720,9,NAM,599,place,Hiroshima,em-2284,41404718f9c1e94cf58aad1fc90c70a7,h-2305
"RetiredGySgt, in a rather lazy fashion repeatedly points to The National Security Archive 's collection of 77 documents on the atomic bomb and end of world war 2 saying 'the proof is in there'.Rather like tossing a dictionary at a newspaper editor and saying 'here's tomorrow's front page story'.So where in the comprehensive 77 lengthy sections could that magical, much sought-after golden fleece-like 'good reason' to consign the 350,000 civilian population of Hiroshima and the 250.000 civilian population of Nagasaki to the horrors of a nuclear blood bath be hiding?Perhaps it was Document 29, where on 11 of July Foreign Minister Togo sent the following 'extremely urgent' message to Ambassador Sato:""We are now secretly giving consideration to the termination of the war because of the pressing situation which confronts Japan both at home and abroad Therefore, when you have your interview with Molotov [ in accordance with previous instructions] you should not confine yourself to the objective of a rapprochement between Russia and Japan but should also sound him out on the extent to which it is possible to make use of Russia in ending the war.""and then on the same day:"".. Japan- as a proposal for ending the war and because of her concern for the establishment and maintenance of lasting peace - has absolutely no idea of annexing or holding the territories which she occupied during the war.""http://www.gwu.edu/~nsarchiv/NSAEBB/NSAEBB162/29.pdf",specific,GPE,ent-117,0,m-738,8,NAM,648,place,Nagasaki,em-2284,41404718f9c1e94cf58aad1fc90c70a7,h-2305
"RetiredGySgt, in a rather lazy fashion repeatedly points to The National Security Archive 's collection of 77 documents on the atomic bomb and end of world war 2 saying 'the proof is in there'.Rather like tossing a dictionary at a newspaper editor and saying 'here's tomorrow's front page story'.So where in the comprehensive 77 lengthy sections could that magical, much sought-after golden fleece-like 'good reason' to consign the 350,000 civilian population of Hiroshima and the 250.000 civilian population of Nagasaki to the horrors of a nuclear blood bath be hiding?Perhaps it was Document 29, where on 11 of July Foreign Minister Togo sent the following 'extremely urgent' message to Ambassador Sato:""We are now secretly giving consideration to the termination of the war because of the pressing situation which confronts Japan both at home and abroad Therefore, when you have your interview with Molotov [ in accordance with previous instructions] you should not confine yourself to the objective of a rapprochement between Russia and Japan but should also sound him out on the extent to which it is possible to make use of Russia in ending the war.""and then on the same day:"".. Japan- as a proposal for ending the war and because of her concern for the establishment and maintenance of lasting peace - has absolutely no idea of annexing or holding the territories which she occupied during the war.""http://www.gwu.edu/~nsarchiv/NSAEBB/NSAEBB162/29.pdf",None ,weapon,f-3097,1,None,7,None,677,instrument,nuclear,em-2284,41404718f9c1e94cf58aad1fc90c70a7,h-2305
"and then on the same day:"".. Japan- as a proposal for ending the war and because of her concern for the establishment and maintenance of lasting peace - has absolutely no idea of annexing or holding the territories which she occupied during the war.""http://www.gwu.edu/~nsarchiv/NSAEBB/NSAEBB162/29.pdfThese Documents reveal many desperate attempts by Japans envoys to establish a surrender up to the very end and on August 5th (Document 52).All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""",specific,ORG,ent-93,0,m-1725,5,PRO,2011,attacker,their,em-2331,41404718f9c1e94cf58aad1fc90c70a7,h-2373
"and then on the same day:"".. Japan- as a proposal for ending the war and because of her concern for the establishment and maintenance of lasting peace - has absolutely no idea of annexing or holding the territories which she occupied during the war.""http://www.gwu.edu/~nsarchiv/NSAEBB/NSAEBB162/29.pdfThese Documents reveal many desperate attempts by Japans envoys to establish a surrender up to the very end and on August 5th (Document 52).All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""",specific,PER,ent-1737,0,m-1731,28,NOM,2070,target,the living Human guinea pigs,em-2331,41404718f9c1e94cf58aad1fc90c70a7,h-2373
"and then on the same day:"".. Japan- as a proposal for ending the war and because of her concern for the establishment and maintenance of lasting peace - has absolutely no idea of annexing or holding the territories which she occupied during the war.""http://www.gwu.edu/~nsarchiv/NSAEBB/NSAEBB162/29.pdfThese Documents reveal many desperate attempts by Japans envoys to establish a surrender up to the very end and on August 5th (Document 52).All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""",None ,weapon,f-2363,1,None,7,None,2043,instrument,Uranium,em-2331,41404718f9c1e94cf58aad1fc90c70a7,h-2373
"and then on the same day:"".. Japan- as a proposal for ending the war and because of her concern for the establishment and maintenance of lasting peace - has absolutely no idea of annexing or holding the territories which she occupied during the war.""http://www.gwu.edu/~nsarchiv/NSAEBB/NSAEBB162/29.pdfThese Documents reveal many desperate attempts by Japans envoys to establish a surrender up to the very end and on August 5th (Document 52).All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""",specific,PER,ent-1746,0,m-1740,11,NOM,2100,target,the old men,em-2331,41404718f9c1e94cf58aad1fc90c70a7,h-2373
"and then on the same day:"".. Japan- as a proposal for ending the war and because of her concern for the establishment and maintenance of lasting peace - has absolutely no idea of annexing or holding the territories which she occupied during the war.""http://www.gwu.edu/~nsarchiv/NSAEBB/NSAEBB162/29.pdfThese Documents reveal many desperate attempts by Japans envoys to establish a surrender up to the very end and on August 5th (Document 52).All the while U.S. interceptors secretly listened in, and made Truman's office aware of the full content of these Japanese attempts yet they went ahead anyway, choosing to test one of each type of their new atomic devices, first Uranium, then Plutonium on the living Human guinea pigs; the old men, the helpless women and innocent children behind enemy lines, away from the theatre of war, away from where the soldiers were.America sneaked in, from a safe height and in cowards fashion dropped their devastating bombs on non combatants then ran away.And as President Harry Truman ate his lunch on the Augusta with fellow mass murderers Winston Churchill and Joseph Stalin, news of the bombing of Hiroshima came in.Jubilantly, he announced to the retinue of sailors around him..""This is the Greatest thing in History!""",specific,PER,ent-1755,0,m-1749,59,NOM,2113,target,the helpless women and innocent children behind enemy lines,em-2331,41404718f9c1e94cf58aad1fc90c70a7,h-2373
